Date,Intraday Auction 15 minute call,Intraday Continuous 15 minutes Index Price,Intraday Continuous 15 minutes Low Price,Intraday Continuous 15 minutes High Price,Intraday Continuous 15 minutes ID3-Price,Intraday Continuous 15 minutes ID1-Price
01/01/2021 00:00,62.47,44.32,-54.98,63.9,41.16,34.13
01/01/2021 00:15,59.58,52.15,11.51,83.6,55.53,53.78
01/01/2021 00:30,53.93,50.16,30.7,99.6,50.48,52.79
01/01/2021 00:45,41.35,41.4,1,96.59,43.38,44.96
01/01/2021 01:00,61.69,64.02,40.19,887.98,57.8,61.82
01/01/2021 01:15,53.35,52.45,41,240,50.46,56.06
01/01/2021 01:30,47.06,45.88,31.27,90.5,43.93,50.16
01/01/2021 01:45,42.72,45.77,35.9,120,45.46,51.79
01/01/2021 02:00,50.79,65.82,41.88,177.5,53.23,64.34
01/01/2021 02:15,45.07,61.29,39.9,191.7,64.3,79.62
01/01/2021 02:30,44.62,55.93,22.55,101.6,59.94,72.33
01/01/2021 02:45,43.78,53.38,34.1,232.19,58.04,73.89
01/01/2021 03:00,44.95,45.27,9.9,58.86,48.27,44.27
01/01/2021 03:15,40.87,40.1,-100,53.6,43.61,39.06
01/01/2021 03:30,42.5,41.85,-17.41,59.81,46.87,40.84
01/01/2021 03:45,43.51,43.49,13.48,53.6,45.95,44.04
01/01/2021 04:00,35.56,32.4,-472.9,47.12,34.67,29.07
01/01/2021 04:15,41.33,40.25,28.95,53.59,40.28,37.38
01/01/2021 04:30,43.54,42.1,0.01,84.9,43.16,42.12
01/01/2021 04:45,41.33,45.35,35,94.9,42.48,42.18
01/01/2021 05:00,43.62,43.56,-100,72.26,46.65,52.16
01/01/2021 05:15,38.56,42.05,-100,97.7,43.12,46.9
01/01/2021 05:30,45.93,44.18,-100,75.64,44.29,45.84
01/01/2021 05:45,35.54,36.99,-100,76.7,37.04,38.63
01/01/2021 06:00,35.19,34.12,-136.9,55.95,37.14,42.07
01/01/2021 06:15,35.07,37.06,-10.9,57.58,39.7,43.42
01/01/2021 06:30,37.04,43.45,14.9,86.5,44.82,42.1
01/01/2021 06:45,44.32,50.36,30.15,108.1,52.11,51.15
01/01/2021 07:00,32.49,30.32,0.9,44.6,29.72,30.29
01/01/2021 07:15,37.16,41.9,-37.83,58.62,41.44,41.79
01/01/2021 07:30,41.35,48.83,40.9,69.94,49.94,49.64
01/01/2021 07:45,46.85,54.5,34.48,83,54.83,51.4
01/01/2021 08:00,31.76,43.78,17.1,64.88,44.44,51.05
01/01/2021 08:15,38.32,41.85,-39.98,58.81,43.79,42.55
01/01/2021 08:30,41.31,44.7,21.04,57.04,45.46,45.32
01/01/2021 08:45,60.52,61.14,45,69.49,63.13,60.63
01/01/2021 09:00,39.58,45.1,20.2,53.9,46.63,48.74
01/01/2021 09:15,41.98,48.8,19.1,84.49,50.69,52.3
01/01/2021 09:30,41.87,49.38,15.14,68.55,53.09,51.77
01/01/2021 09:45,45.93,52.84,40,69.07,54.08,49.97
01/01/2021 10:00,41.34,44.3,33.13,200,42.52,40.81
01/01/2021 10:15,45.65,49.05,40.83,69.3,46.99,45.18
01/01/2021 10:30,41.39,40.89,15.91,51.1,42.16,44.56
01/01/2021 10:45,50.97,49.63,5,64.1,51.71,50.51
01/01/2021 11:00,41.31,44.77,22.14,249,44.05,44.48
01/01/2021 11:15,50.23,51.03,39.26,75.19,50.59,48.01
01/01/2021 11:30,48.57,47.41,32.01,55.1,47.32,44.05
01/01/2021 11:45,42.92,44.61,13.91,67.9,45.31,47.47
01/01/2021 12:00,53.93,58.74,39.5,185.97,58.57,61.24
01/01/2021 12:15,50.58,57.62,45.9,139.86,57.58,60.87
01/01/2021 12:30,53.83,58.18,46.3,120,57.11,57.38
01/01/2021 12:45,44.83,55.01,38.41,149.99,50.71,55.72
01/01/2021 13:00,49.23,56.61,20,85,53.91,55.75
01/01/2021 13:15,45.92,51.2,42.9,62.49,50.46,51.17
01/01/2021 13:30,47.13,49.31,38.76,66.07,50.79,53.91
01/01/2021 13:45,39.87,42.68,33.03,47.98,44.74,45.34
01/01/2021 14:00,44.07,49.24,40.75,75,49.61,52.29
01/01/2021 14:15,41.31,45.68,38,66.42,44.29,44.37
01/01/2021 14:30,41.68,53.83,40,72,54.48,58.42
01/01/2021 14:45,45.85,57.69,40.06,67.26,60.22,63.2
01/01/2021 15:00,49.03,47.66,32,61.79,47.46,52.32
01/01/2021 15:15,44.33,50.22,40,78.3,48.63,57.26
01/01/2021 15:30,45.03,54.95,43.35,72,56.46,57.8
01/01/2021 15:45,48.85,59.18,43.3,73.8,61.39,60.19
01/01/2021 16:00,38.15,53.15,30,900,33.82,38.74
01/01/2021 16:15,44.93,62.22,44.43,84.86,59.83,59.35
01/01/2021 16:30,60.22,63.91,50.02,82.7,64.79,65.84
01/01/2021 16:45,64.14,67.2,45,84.98,68.68,68.41
01/01/2021 17:00,54.89,59.42,42.91,70,61.58,61.18
01/01/2021 17:15,62.77,61.52,42.9,82.36,62.19,62.14
01/01/2021 17:30,61.28,62.2,48.6,71.4,64.08,62.5
01/01/2021 17:45,62.55,61.51,20.01,87.5,64.58,60.73
01/01/2021 18:00,57.89,62.39,43.6,67,63.19,62.37
01/01/2021 18:15,59.69,61.4,45.71,83.37,62.13,60.26
01/01/2021 18:30,61.18,63.32,53.2,79.75,61.86,59.12
01/01/2021 18:45,54.94,60.73,50,80.65,59.67,57.3
01/01/2021 19:00,66.93,71.22,56,250,67.99,70.6
01/01/2021 19:15,57.54,64.93,50.25,123.6,66.31,68.33
01/01/2021 19:30,55.79,59.57,-17.99,80.8,61.71,60.19
01/01/2021 19:45,49.5,55.48,42.01,75.39,57.33,54.61
01/01/2021 20:00,66.22,65.65,30.64,158.8,66.7,68.12
01/01/2021 20:15,58.43,60.54,26.99,69,62.62,59.87
01/01/2021 20:30,54.21,52.77,33.4,71.89,52.41,48.91
01/01/2021 20:45,45.81,49.59,38,61.41,49.95,45.81
01/01/2021 21:00,58.42,61.3,13.73,83.38,63.04,60.45
01/01/2021 21:15,55.08,57.06,29.11,69.96,59.7,57.03
01/01/2021 21:30,48.15,51.21,39.6,73.19,49.62,51.65
01/01/2021 21:45,47.33,46.06,36.4,80.5,44.89,47.73
01/01/2021 22:00,61.94,85.87,56.1,219.04,88.91,112.72
01/01/2021 22:15,60.79,68.1,39.8,131.8,74.68,87.22
01/01/2021 22:30,46.54,50.94,17.69,250,57.09,60.94
01/01/2021 22:45,40.72,38.41,-54.98,50,43.5,43.16
01/01/2021 23:00,60.7,57.43,21.6,66.58,58.36,55.51
01/01/2021 23:15,59.11,52.76,2.01,63.5,53.28,49.88
01/01/2021 23:30,43.42,39.19,-20.11,51.03,43.48,41.82
01/01/2021 23:45,36.07,27.12,-231.6,46.75,22.93,22.24
02/01/2021 00:00,65.15,62.11,38.69,200,61.55,56.3
02/01/2021 00:15,45.15,43.13,2.01,70.19,43.87,41.5
02/01/2021 00:30,39.87,41.49,20,64.88,41.91,46.14
02/01/2021 00:45,34.16,31.14,-5.75,47.83,30.4,36.38
02/01/2021 01:00,46.91,45.86,30.01,55.35,47.65,50.44
02/01/2021 01:15,44.47,46.68,22.01,61.79,48.43,51.73
02/01/2021 01:30,41.5,42.34,-100,51.1,44.62,46.24
02/01/2021 01:45,37.74,33.52,-88.31,44.19,38.35,39.88
02/01/2021 02:00,44.86,39.13,-50,53.58,46.99,45.61
02/01/2021 02:15,40.98,24.61,-493.57,46.81,36.47,27.28
02/01/2021 02:30,39.92,22.05,-18.2,48.5,21.09,5.86
02/01/2021 02:45,39.18,19.96,-47.98,39.6,19.85,16.17
02/01/2021 03:00,37.14,30.1,-100,48.33,31.97,25.84
02/01/2021 03:15,37.1,30.5,-10.9,48.48,29.8,23.26
02/01/2021 03:30,44.72,35.98,-14.36,47.24,34.39,28.81
02/01/2021 03:45,44.71,34.92,0.02,48.49,32.95,32.36
02/01/2021 04:00,30.09,33.76,-20.49,49.59,35.12,35.15
02/01/2021 04:15,34.61,38.55,-100,58.14,39.52,38.29
02/01/2021 04:30,39.39,31.03,-100,44.1,32.92,31.3
02/01/2021 04:45,39.11,23.3,-250,44.78,26.35,31.6
02/01/2021 05:00,36.95,41.2,-6.1,82,44.06,49.26
02/01/2021 05:15,37.62,40.89,-54.98,82.6,44.16,48.38
02/01/2021 05:30,40.67,41.16,-85.14,60.79,41.96,42.44
02/01/2021 05:45,39.75,43.92,29.85,70,41.99,44.43
02/01/2021 06:00,37.29,46.2,-49.98,119.98,49.08,53.5
02/01/2021 06:15,39.17,42.63,-100,73.33,45.49,47.63
02/01/2021 06:30,40.09,39.65,5.7,46.6,40.88,44.83
02/01/2021 06:45,47.36,41.35,20.48,49.5,42.1,41.62
02/01/2021 07:00,35.58,39.63,-100,68.4,47.39,51.8
02/01/2021 07:15,43.8,46.07,26.5,70,51.99,55.64
02/01/2021 07:30,42.15,44.35,-39.99,68.4,46.75,41.53
02/01/2021 07:45,58.24,44.75,-20,62.45,46.46,41.59
02/01/2021 08:00,37.01,38.18,11,48.5,40.5,39.63
02/01/2021 08:15,48.76,41.52,-31.59,53.85,46.04,39.64
02/01/2021 08:30,47.94,39.05,-75.8,56.75,47.8,40.6
02/01/2021 08:45,54.77,37.3,-70,54.18,41.56,36.32
02/01/2021 09:00,41.06,36.06,-39.99,50.37,36.45,31.42
02/01/2021 09:15,49.01,43.49,29.85,76.9,41.57,36.39
02/01/2021 09:30,53.39,51.85,38,85.18,52.97,52.84
02/01/2021 09:45,60.12,57.44,25.09,125,56.75,57.58
02/01/2021 10:00,48.23,49.2,34.92,293.3,45.55,45.23
02/01/2021 10:15,52.13,58.8,47.5,113.75,55.04,58.17
02/01/2021 10:30,55.01,57.25,28.5,77,56.32,58.64
02/01/2021 10:45,58.18,59.94,23.57,499.49,60.68,62.02
02/01/2021 11:00,47.07,45.62,34.2,149.9,45.9,47.04
02/01/2021 11:15,56.56,56.78,42.91,87,57.99,59.34
02/01/2021 11:30,61.32,59.97,42.8,80.4,62.08,61.66
02/01/2021 11:45,57.37,59.48,47.75,561.56,60.37,60.35
02/01/2021 12:00,60.5,61.22,49.36,90,61.58,61.61
02/01/2021 12:15,59.06,58.89,45.54,149.99,58.05,57.66
02/01/2021 12:30,56.87,57.03,44.1,149.99,56.45,57.62
02/01/2021 12:45,55.13,55.22,34.81,149.99,55.49,58.02
02/01/2021 13:00,55.48,57.62,35.31,63.1,59.68,58.77
02/01/2021 13:15,52.94,57.47,33.65,579.39,54.88,50.13
02/01/2021 13:30,55.14,55.35,43.4,79.99,54.15,52.19
02/01/2021 13:45,54.76,55.25,42,100,52.88,56.97
02/01/2021 14:00,44.76,58.21,42.3,94.78,59.41,64.19
02/01/2021 14:15,48.64,64.34,46.91,570.99,60.63,68.23
02/01/2021 14:30,53.89,65.97,53.9,120,62.67,66.75
02/01/2021 14:45,60.15,64.74,54.44,569.49,65.96,68.38
02/01/2021 15:00,44.25,51.71,25.02,149.98,53.44,54.01
02/01/2021 15:15,56.54,53.95,-100,69.33,55.18,51.94
02/01/2021 15:30,52.77,55.65,-200,64.29,56.37,52.43
02/01/2021 15:45,59.31,56.71,-68.5,65.49,59.17,58.19
02/01/2021 16:00,46.11,41.86,-140,51.29,41.64,38.16
02/01/2021 16:15,61.52,54.87,36,78.06,52.61,44.2
02/01/2021 16:30,61.54,57.51,42.91,70.09,56.66,48.4
02/01/2021 16:45,64.31,63.46,30.67,70.12,63.61,57.33
02/01/2021 17:00,57,51.56,-39.98,67.15,51.94,47.65
02/01/2021 17:15,62.04,60.78,42.97,71.9,59.99,51.94
02/01/2021 17:30,62.95,64.26,49.12,93.5,62.69,54.03
02/01/2021 17:45,65.15,64.52,52.8,204.47,64.16,61.29
02/01/2021 18:00,66.98,68.53,60.79,88.7,68.78,70.86
02/01/2021 18:15,64.42,60.5,38,78.92,59.57,55.66
02/01/2021 18:30,61.32,58.08,25.02,67.63,59.79,57.12
02/01/2021 18:45,55.58,50.02,10.02,58.8,51.72,49.82
02/01/2021 19:00,67.16,66.39,46,76.7,67.36,65.62
02/01/2021 19:15,60.74,54.74,-49.98,67.6,56.73,54
02/01/2021 19:30,57.43,56.29,44.5,69.5,58.35,51.9
02/01/2021 19:45,47.46,44.72,16.94,58.73,43.65,34.74
02/01/2021 20:00,68.26,63.63,42,78.2,63.86,58.59
02/01/2021 20:15,61.33,58.51,22.18,96.59,57.87,58.22
02/01/2021 20:30,53.44,53.82,42,68.03,56.03,56.16
02/01/2021 20:45,40.97,40.19,-157.19,48.66,39.33,36.04
02/01/2021 21:00,55.44,57.69,42.33,66.52,58.3,59.5
02/01/2021 21:15,55.94,54.92,10.81,82.25,55.67,57.43
02/01/2021 21:30,49.96,46.65,22,69.5,44.73,42.65
02/01/2021 21:45,44.6,38.08,-89.98,52.27,36.73,33.69
02/01/2021 22:00,63.71,57.87,13.6,68.4,60.59,61.19
02/01/2021 22:15,50.89,44.24,-100,61.03,43.38,41.12
02/01/2021 22:30,57.63,44.49,-59.45,61.48,40.46,35.02
02/01/2021 22:45,38.4,33.69,15,46.2,32.29,33.49
02/01/2021 23:00,62.02,41.97,-250,64.82,41.07,33.41
02/01/2021 23:15,50.23,37.78,22.7,54.47,35.05,34.77
02/01/2021 23:30,45.56,32.69,-22.15,51.31,42.25,41.16
02/01/2021 23:45,35.58,29.82,-12.25,48.45,33.34,31.87
03/01/2021 00:00,56.29,45.63,16.12,58.15,46.2,39.71
03/01/2021 00:15,43.5,40.74,-5.8,55,43.72,38.1
03/01/2021 00:30,36.12,33.97,-22.8,44.95,37.03,37.33
03/01/2021 00:45,29.43,31.63,-52.78,51.2,32.67,31.86
03/01/2021 01:00,50.08,35.11,0.01,56.33,46.79,47.41
03/01/2021 01:15,42.96,34.07,15,52,39.29,36.58
03/01/2021 01:30,35.44,43.5,15,78.5,46.9,49.74
03/01/2021 01:45,27.69,32.95,-9.99,62.7,34.75,36.64
03/01/2021 02:00,45.06,36.4,-14.99,45.18,41.47,39.15
03/01/2021 02:15,42.35,33.24,8.5,44.6,38.43,35.57
03/01/2021 02:30,33.01,26.76,-38.1,36.5,29.03,26.18
03/01/2021 02:45,35.04,25.33,-32,38.53,31.76,29.43
03/01/2021 03:00,42.04,30.28,-30,51.89,33.51,37.53
03/01/2021 03:15,38.36,32.8,-13.8,43.83,35.1,37.03
03/01/2021 03:30,27.68,23.11,-51.18,36.6,23.95,12.32
03/01/2021 03:45,26.67,24.13,-24.98,35.58,24.57,13.62
03/01/2021 04:00,39.44,34.83,-16.05,44.63,36.48,37.58
03/01/2021 04:15,41.42,36.9,7.28,48.6,39.61,40.72
03/01/2021 04:30,25.46,27.63,-10,35.34,30.5,28.13
03/01/2021 04:45,19.69,8.52,-30.98,27.7,3.6,-9.97
03/01/2021 05:00,42.62,42.34,15,78.6,43.17,43
03/01/2021 05:15,39.35,33.34,-59.98,43.91,35.31,39.02
03/01/2021 05:30,29.41,18.2,-74.98,34.5,29.83,26.22
03/01/2021 05:45,7.49,-27.47,-182.1,32.32,-19.57,-39.77
03/01/2021 06:00,36.05,21.38,-461.55,35.34,21.87,9.72
03/01/2021 06:15,25.07,18.84,-64.3,36.5,21.27,3.9
03/01/2021 06:30,20.58,9.08,-62.9,36.5,9.48,-31.69
03/01/2021 06:45,26.7,0.58,-82.76,59.7,-14.86,-41.48
03/01/2021 07:00,20.99,30.11,-14,124.2,23.81,15.79
03/01/2021 07:15,19.48,18.72,-40.2,64.32,8.9,11.44
03/01/2021 07:30,33.01,30.08,-9.1,40.2,30.01,33.92
03/01/2021 07:45,38.2,30.78,4.41,46.39,30.09,34.9
03/01/2021 08:00,26.68,39.36,22.18,147.4,34.42,36.8
03/01/2021 08:15,23.31,31.5,-9.85,61.7,28.16,42.18
03/01/2021 08:30,38.61,42.05,29.1,85.78,39.71,47.65
03/01/2021 08:45,44.99,48.49,29.34,67.15,47.79,51.96
03/01/2021 09:00,21.53,28.48,2.66,83.29,28.37,37.88
03/01/2021 09:15,29.99,34.35,20.77,57.77,34.25,37.65
03/01/2021 09:30,39.43,39.61,0,73.2,43.76,48.74
03/01/2021 09:45,43.05,42.71,23,58,47.77,49.02
03/01/2021 10:00,26.13,32.84,8.15,66.5,34.99,37.25
03/01/2021 10:15,31.04,38.27,25.6,119.9,34.44,32.82
03/01/2021 10:30,37.22,41.11,21.5,55.99,45.28,47.93
03/01/2021 10:45,40.79,44.82,29.1,59.95,48.58,50.17
03/01/2021 11:00,28.68,35.21,24.9,53.18,36.64,38.43
03/01/2021 11:15,41.56,45,29.69,55,47.51,46.03
03/01/2021 11:30,45.07,45.17,29.34,55,47.85,48.27
03/01/2021 11:45,43.48,45.76,32.35,75.5,40.98,42.12
03/01/2021 12:00,55.64,52.64,40.06,117.5,51.16,52.49
03/01/2021 12:15,47.89,51.07,39.71,103.7,51.59,53.02
03/01/2021 12:30,43.61,53.35,34.25,68.5,53.98,55.78
03/01/2021 12:45,34.86,45.94,26.88,60,48.29,55.67
03/01/2021 13:00,43.76,48.57,38.09,137.12,48.23,49.74
03/01/2021 13:15,40.64,47.07,35.53,59.98,48.26,47.14
03/01/2021 13:30,36.2,43.75,30.42,65.99,43.81,43.48
03/01/2021 13:45,33,40.85,27.62,59.17,40.75,42.51
03/01/2021 14:00,39.22,50.01,36,89,51.62,53
03/01/2021 14:15,38.08,51.7,35.05,310.22,48.15,50.84
03/01/2021 14:30,36.73,48.42,35.05,81.01,49,51.87
03/01/2021 14:45,36.78,46.7,24,66.52,48.8,53.78
03/01/2021 15:00,34.99,39.85,-62.98,56,44.55,41.89
03/01/2021 15:15,34.42,37.57,-9.8,57.82,35.83,31.93
03/01/2021 15:30,38.63,40.97,27.4,100,36.18,33.19
03/01/2021 15:45,41.56,42.48,26.88,99.62,38.84,39.81
03/01/2021 16:00,23.44,39.98,23.4,76.39,40.58,44.3
03/01/2021 16:15,27.61,41.75,27.6,75.26,40.84,45.74
03/01/2021 16:30,40.25,53.95,34.5,80.8,55.31,56.22
03/01/2021 16:45,51.24,57.66,41.4,76.9,59.62,60.74
03/01/2021 17:00,38.27,45.15,34.89,86.5,44.63,43.06
03/01/2021 17:15,43.68,56.99,40.63,560.72,54.3,57.13
03/01/2021 17:30,48.12,60.19,42.5,135.89,60.29,61.59
03/01/2021 17:45,52.24,64.41,47.2,179.8,63.33,66.86
03/01/2021 18:00,57.4,77.28,47.83,343.39,79.61,98.23
03/01/2021 18:15,55.6,70.19,49.69,148.38,70.99,94.85
03/01/2021 18:30,48.14,72.19,42.43,152.09,73.66,84.27
03/01/2021 18:45,40.79,74.12,40.2,240.1,72.78,89.51
03/01/2021 19:00,58.45,77.96,50.3,221.98,78.05,108.66
03/01/2021 19:15,46.42,74.41,42.13,179.96,71.76,86.83
03/01/2021 19:30,39.47,76.36,38.27,250,66.19,77.32
03/01/2021 19:45,35.04,66.95,33.05,250,71.6,83.2
03/01/2021 20:00,45.45,73.97,41.5,250,82.12,110.52
03/01/2021 20:15,41.88,65.77,37.9,250,70.72,71.61
03/01/2021 20:30,24.64,59.45,24.6,250,64.54,65.99
03/01/2021 20:45,24.92,58.29,23.9,100,63.52,64.02
03/01/2021 21:00,35.99,49.98,25.32,100,54.96,59.12
03/01/2021 21:15,33.05,56.7,32.7,141.69,59.7,61.3
03/01/2021 21:30,27.69,57.35,27.19,157.13,59.42,68.27
03/01/2021 21:45,30.45,60.45,29.45,130,56.13,69.06
03/01/2021 22:00,50.02,72.61,41.19,250,72.14,86.14
03/01/2021 22:15,43,73.5,38.06,250,77.84,95.57
03/01/2021 22:30,32.8,58.84,27.2,250,59.32,68.2
03/01/2021 22:45,26.19,53.34,23.5,250,57.98,72.18
03/01/2021 23:00,43.62,71.02,34.2,150,71.26,86.88
03/01/2021 23:15,42.31,64.09,31.38,238.4,76.25,111.94
03/01/2021 23:30,25.91,46.28,24.9,128.2,53.39,68.07
03/01/2021 23:45,6.55,29.77,5.02,51.95,34.97,37.35
04/01/2021 00:00,40.78,68.55,34.95,200,71.02,78.56
04/01/2021 00:15,35.41,69.11,33.68,148,67.33,90.39
04/01/2021 00:30,32.33,74.8,33.47,129.88,69.57,84.38
04/01/2021 00:45,25.01,73.94,29.34,263.48,61.44,70.93
04/01/2021 01:00,39.44,60.59,29.47,99.88,64.72,72.94
04/01/2021 01:15,37.86,50.14,-65,85.54,54.72,55.21
04/01/2021 01:30,23.92,97.66,22.8,620,50.19,50.95
04/01/2021 01:45,21.98,58.87,-18,150,45.87,44.97
04/01/2021 02:00,35.49,51.28,27.9,119.9,56.05,74.86
04/01/2021 02:15,24.93,42.2,24.87,85,44.18,40.91
04/01/2021 02:30,28.94,43.09,15.72,120,41.98,37.15
04/01/2021 02:45,23.44,45.06,24.82,104.92,41.23,39.21
04/01/2021 03:00,23.96,52.6,26.61,109.4,54.99,60.83
04/01/2021 03:15,22.96,56.94,25.48,123.8,57.44,66.49
04/01/2021 03:30,25.98,55.55,27.08,100.82,57.87,70.63
04/01/2021 03:45,27.5,54.09,27.43,85.8,56.48,65.39
04/01/2021 04:00,21.13,46.39,24.43,101.5,48.83,53.43
04/01/2021 04:15,24.85,52.1,29.74,74.4,54.39,58.38
04/01/2021 04:30,32.67,55.73,30,118.1,63.38,81.19
04/01/2021 04:45,35.41,52.59,34.64,76.2,56.79,54.62
04/01/2021 05:00,30.04,43.62,30,61.1,42.93,47.43
04/01/2021 05:15,25.57,46.32,23.39,98.99,47,46.02
04/01/2021 05:30,32.8,52.59,30,96.41,60.81,64.09
04/01/2021 05:45,37.91,62.53,-233,139.1,82.69,84.82
04/01/2021 06:00,23.91,47.87,23.16,104.72,57.66,65.41
04/01/2021 06:15,33.96,54.68,33.95,139,60.56,71.3
04/01/2021 06:30,45.92,57.34,41.53,200,59.64,61.16
04/01/2021 06:45,54.44,61.05,41.53,98.99,61.31,58.77
04/01/2021 07:00,31.72,53.92,33.09,123.8,53.62,53.7
04/01/2021 07:15,43.03,54.6,-27.9,72.71,57.43,53.42
04/01/2021 07:30,56.07,65.98,44.7,86.8,67.65,69.05
04/01/2021 07:45,63.97,65.81,46,87.6,65.15,62.93
04/01/2021 08:00,49.23,64.33,41.89,215.75,56.48,64.81
04/01/2021 08:15,54.53,89.84,47.11,200,97.63,125.86
04/01/2021 08:30,58.26,82.2,53.21,199.98,81.25,95.48
04/01/2021 08:45,61.77,79.4,42.6,194,86.85,101.81
04/01/2021 09:00,54.66,69.07,9.2,149.98,73.47,90.03
04/01/2021 09:15,55.91,69.84,11.2,110,73.29,78.92
04/01/2021 09:30,57.46,72.38,30.24,130,69.93,66.93
04/01/2021 09:45,54.73,83.93,13.49,198.2,61.18,47.58
04/01/2021 10:00,54.42,93.94,58.45,500,78.36,90.52
04/01/2021 10:15,54.66,94.91,51.87,249.98,83.61,101.38
04/01/2021 10:30,59.62,84.42,42.6,200,84.08,101.08
04/01/2021 10:45,64.35,78.66,56.99,119.98,81.44,95.45
04/01/2021 11:00,54.68,54.3,27,84.43,54.5,48.52
04/01/2021 11:15,59.92,58.95,33.45,99.47,56.23,44.08
04/01/2021 11:30,60.63,67,48.3,200,62.39,60.95
04/01/2021 11:45,61.3,75.32,48.1,219.98,61.72,63.76
04/01/2021 12:00,55.98,95.84,55.2,226.6,75.23,87.99
04/01/2021 12:15,55.64,94.36,53.05,390.96,77.04,94.39
04/01/2021 12:30,60.05,87.03,44.71,315,78.61,89.65
04/01/2021 12:45,59.53,81.72,46,310.2,74.24,79.75
04/01/2021 13:00,62.01,91.35,56.91,265.2,74.74,82.79
04/01/2021 13:15,60.92,83.59,56.85,200,80.86,109.8
04/01/2021 13:30,58.06,82.13,52.06,172.7,75.3,86.69
04/01/2021 13:45,55.22,75.21,55.25,149.78,74.08,89.46
04/01/2021 14:00,54.98,89,52.65,183.8,92.83,141.71
04/01/2021 14:15,60.41,77.11,50.84,149.98,78.26,80.43
04/01/2021 14:30,60.38,75.14,53.56,149.98,75.58,69.88
04/01/2021 14:45,60.32,71.93,49.29,307.3,71.91,69.15
04/01/2021 15:00,57.41,71.82,9,100,75.97,68.24
04/01/2021 15:15,56.68,64.28,-67.99,89.01,69.39,56.83
04/01/2021 15:30,59.87,60.92,25.5,87.53,65.52,51.51
04/01/2021 15:45,61.64,60.81,30.89,90.71,60.8,49.51
04/01/2021 16:00,50.93,66.99,48.6,193.48,65.7,68.06
04/01/2021 16:15,54.99,70.56,50,194.58,68,71.86
04/01/2021 16:30,62.08,76.22,55.2,103.69,71.8,72.28
04/01/2021 16:45,68.01,80.55,63.32,111.5,79.41,79.51
04/01/2021 17:00,58.46,63.17,46.04,149.98,61.73,68.3
04/01/2021 17:15,65.61,75,57.92,93.5,76.31,74.22
04/01/2021 17:30,66.43,76.81,42.61,149.9,76.61,75.74
04/01/2021 17:45,68.18,78.45,60,95.79,78.32,78.5
04/01/2021 18:00,64.49,86.44,54.84,132.3,92.23,106.39
04/01/2021 18:15,61.05,77.09,54.46,115.92,81.53,85.4
04/01/2021 18:30,59.58,77.46,50.88,100.15,81.19,81.99
04/01/2021 18:45,55.68,69.19,52.54,95.18,69.87,69.17
04/01/2021 19:00,64.13,71.78,45.72,150,76.49,76.29
04/01/2021 19:15,55.68,73.25,51,109.98,74.57,68.3
04/01/2021 19:30,49.57,65.64,47.03,189.89,67.65,62.57
04/01/2021 19:45,39.34,59.68,41.89,90.01,63.73,62.21
04/01/2021 20:00,65.55,80.37,47.3,240.85,83.38,92.46
04/01/2021 20:15,58.04,76.4,48.91,247.95,76.31,77.78
04/01/2021 20:30,39.91,56.51,40.03,198.99,55.79,61.15
04/01/2021 20:45,32.61,47.51,28.3,79.5,46.42,46.28
04/01/2021 21:00,55.84,68.82,42.7,103.83,71.92,78.38
04/01/2021 21:15,49.16,58.82,42.6,133.59,60.09,63.59
04/01/2021 21:30,46.7,49.48,41.89,99.99,47.95,50.6
04/01/2021 21:45,41.49,44.82,37.8,69.99,45.44,44.29
04/01/2021 22:00,65.56,67.82,53.15,218.3,66.85,70.69
04/01/2021 22:15,64.44,68.38,52.55,209.67,63.65,62.99
04/01/2021 22:30,42.29,58.61,39,149.85,57.79,60.61
04/01/2021 22:45,27.64,51.3,30.16,250,48.56,52.31
04/01/2021 23:00,64.36,58.24,36.64,200,55.65,65.77
04/01/2021 23:15,54.56,60.56,49.55,199.9,59.77,65.11
04/01/2021 23:30,40.01,47.08,34.2,76.02,49.45,52.2
04/01/2021 23:45,26.62,42.09,28.94,62.45,47.83,46.14
05/01/2021 00:00,42.31,45.02,0,78.31,44.58,51.01
05/01/2021 00:15,41.57,51.05,31.2,78.14,53.24,51.37
05/01/2021 00:30,44.65,60.7,43.74,887.98,52.17,47.76
05/01/2021 00:45,43.97,53.18,40.48,199.97,54.27,63.93
05/01/2021 01:00,46,46.94,40.7,82.5,45.73,45.74
05/01/2021 01:15,45.19,50.09,40.13,81,48.47,45.76
05/01/2021 01:30,44.65,49.45,41.18,87.48,48.24,47.86
05/01/2021 01:45,36.08,43.89,33.38,64.72,42.7,43.13
05/01/2021 02:00,45.71,50.81,39.81,887.98,48.46,52.82
05/01/2021 02:15,44.61,54.93,40.75,149.98,51.31,57.17
05/01/2021 02:30,42.97,64,41.31,689.96,55.15,60.3
05/01/2021 02:45,36.58,55.65,29.39,108.5,56.39,62.21
05/01/2021 03:00,45.54,51.6,41.4,200,54.76,60.29
05/01/2021 03:15,39.48,45.69,37.01,81,45.2,45.99
05/01/2021 03:30,40,47.27,-166.48,150,45.93,45.91
05/01/2021 03:45,41.78,48.78,-53.53,80,50.26,51.77
05/01/2021 04:00,35.44,40.79,-65,46.57,44.31,41.08
05/01/2021 04:15,43.23,47.88,36.4,90.5,47.55,47.28
05/01/2021 04:30,45.03,49.47,40,89.25,47.04,45.42
