Date,Import Balance,Non-Renewable,Renewable,Load,Intraday Auction 15 minute call,Intraday Continuous 15 minutes Average Price,Intraday Continuous 15 minutes Low Price,Intraday Continuous 15 minutes High Price,Intraday Continuous 15 minutes ID3-Price,Intraday Continuous 15 minutes ID1-Price
01/01/2022 00:00,-8.341,,,,100.06,85.87,-4.99,122.29,92.54,83.69
01/01/2022 00:15,-8.445,,,,67.64,37.21,-2.89,80.2,37.61,29.9
01/01/2022 00:30,-8.245,,,,51.35,32.62,-1,91.68,24.36,19.09
01/01/2022 00:45,-8.01,,,,41.36,32.27,-3.6,223.62,12.66,23.83
01/01/2022 01:00,-8.035,12.216,37.413,42.196,76.13,51.03,22,260.79,45.86,65.4
01/01/2022 01:15,-7.812,12.169,37.258,41.804,69.98,63.76,29.13,137.14,62.5,81.51
01/01/2022 01:30,-7.518,12.151,36.8,41.141,50.39,44.84,0.68,85.16,38.17,57.01
01/01/2022 01:45,-7.455,12.201,36.11,41.002,38.14,39.2,2.6,175.39,38.27,57.74
01/01/2022 02:00,-6.586,12.161,36.068,41.178,69.22,58.28,29.72,127.1,58.56,71.62
01/01/2022 02:15,-6.62,12.106,35.649,40.635,55.67,43.46,26.32,148,42.62,42.53
01/01/2022 02:30,-6.474,12.09,35.13,40.162,50.59,42.47,8.27,163.5,41.08,54.92
01/01/2022 02:45,-6.472,12.076,34.947,39.948,50.96,47.48,17.32,234.8,39.05,56.79
01/01/2022 03:00,-5.288,12.144,34.603,39.67,45.97,58.96,-4.25,138.77,65.68,76.46
01/01/2022 03:15,-5.347,12.12,34.304,39.56,48.68,42.99,0.8,87.77,42.66,54.2
01/01/2022 03:30,-5.089,12.116,33.859,39.547,56.47,43.27,15.12,108.89,49.5,60.84
01/01/2022 03:45,-5.028,12.132,33.854,39.479,67.68,50.5,-5,85.76,56.88,64.93
01/01/2022 04:00,-4.164,12.151,33.214,39.449,34.65,7.3,-4.99,43.05,8.36,1.61
01/01/2022 04:15,-4.112,12.121,33.278,39.279,40.82,30.64,-0.9,57.35,30.59,21.66
01/01/2022 04:30,-4.036,12.145,32.795,39.485,37.33,21.47,-5,133.88,29.16,20.84
01/01/2022 04:45,-4.047,12.205,32.298,39.14,53.08,35.41,-20.82,163.03,35.8,29.21
01/01/2022 05:00,-4.107,12.224,31.546,39.112,36.99,15.67,-29.04,44.7,16.87,5.85
01/01/2022 05:15,-4.383,12.318,30.972,38.926,45.34,24.15,-4.47,55.1,21.84,13.57
01/01/2022 05:30,-4.658,12.478,30.515,38.8,50.21,43.98,5.54,97.5,40.76,41.94
01/01/2022 05:45,-4.727,12.494,30.303,38.468,46.65,55.36,31.94,235.5,49.26,46.72
01/01/2022 06:00,-3.513,12.447,30.455,38.358,28.21,23.58,1.54,127.04,15.08,10.25
01/01/2022 06:15,-3.361,12.491,30.413,38.389,41.28,42.56,3.07,288.59,32.71,37.22
01/01/2022 06:30,-3.168,12.524,30.568,38.397,41.68,60.2,29.67,427.1,53.15,65.8
01/01/2022 06:45,-3.023,12.544,30.556,38.508,52.39,87.49,0,288.6,100.96,126.49
01/01/2022 07:00,-1.773,12.779,30.28,38.981,23.36,22.46,-5,104.54,27.8,49.21
01/01/2022 07:15,-2.016,12.807,29.822,38.929,46.54,38.95,-5,99.14,47.7,56.34
01/01/2022 07:30,-1.862,12.863,29.436,39.126,42.75,31.68,-5,99.14,32.91,17.91
01/01/2022 07:45,-1.871,12.819,29.19,39.311,65.68,60.19,4.4,111.86,67.34,52.91
01/01/2022 08:00,-1.439,13.157,28.56,39.99,7.28,17.49,-4.45,99.14,15.93,22.22
01/01/2022 08:15,-1.529,13.119,27.92,40.277,56.08,37.23,-18.2,99.14,37.49,39.38
01/01/2022 08:30,-1.487,13.13,27.695,40.339,50.01,40.51,0.5,238.5,32.69,34.39
01/01/2022 08:45,-1.308,13.226,28.036,40.614,71.3,57.98,17.3,104.85,50.39,28.55
01/01/2022 09:00,-1.151,13.277,28.513,41.77,46.2,46.62,4.11,243.62,32.25,29.18
01/01/2022 09:15,-0.841,13.263,28.885,42.324,64.98,46.74,10,113.89,50.47,60.73
01/01/2022 09:30,-0.808,13.344,28.9,42.836,73.68,61.23,0.1,99.14,65.39,71.99
01/01/2022 09:45,-0.548,13.349,29.049,43.114,79.53,71.33,34.08,107.72,71.58,75.04
01/01/2022 10:00,0.782,13.53,29.214,43.584,65,57.2,0.02,99.14,64.5,57.67
01/01/2022 10:15,0.987,13.636,29.286,44.139,66.6,55.6,10.02,105.68,51.15,43.65
01/01/2022 10:30,1.129,13.563,29.572,44.617,68.1,59.39,28.98,233,55.21,57.79
01/01/2022 10:45,0.73,13.604,29.63,45.19,92.41,81.35,40,161.6,85.38,91.82
01/01/2022 11:00,0.038,13.648,29.457,45.883,57.15,48.79,6.55,78.31,49.26,48.31
01/01/2022 11:15,0.366,13.685,29.828,46.612,79.92,58.3,0.02,99.81,67.88,69.38
01/01/2022 11:30,0.492,13.738,30.002,47.216,79.91,58.01,0,99.97,62,58.78
01/01/2022 11:45,0.555,13.835,29.863,47.218,92.63,57.73,-22.02,103.91,67.13,59.58
01/01/2022 12:00,0.872,13.931,30.035,47.289,89.1,71.85,0.4,154.18,72.73,70.43
01/01/2022 12:15,1.433,13.992,30.27,47.34,90.91,64.5,0,129.34,63.1,53.99
01/01/2022 12:30,1.814,14.094,30.042,47.728,98.75,57.07,-6,120,72.15,73.43
01/01/2022 12:45,1.774,13.999,29.67,46.902,73.25,57.84,0,120,60.92,63.73
01/01/2022 13:00,1.586,13.696,29.066,46.558,94.15,44.25,-247.3,113.2,38.78,27.2
01/01/2022 13:15,1.466,13.666,28.486,46.249,78.03,38.6,-6,99.14,40.88,37.55
01/01/2022 13:30,1.607,13.661,27.821,46.381,88.27,65.02,0,110.6,67.41,49.93
01/01/2022 13:45,1.474,13.657,27.245,46.379,94.76,67.76,0,140.79,61.81,31.61
01/01/2022 14:00,1.033,13.964,26.722,45.913,82.24,42.31,0.01,99.14,30.57,27.06
01/01/2022 14:15,0.872,14.235,26.073,45.688,89.51,62.06,0.76,105.4,56.54,66.38
01/01/2022 14:30,0.748,14.773,25.455,45.656,90.14,83.36,42.88,114,81.33,91.66
01/01/2022 14:45,0.722,15.367,24.87,45.66,114.52,100.31,66.11,181.77,101.3,104.88
01/01/2022 15:00,0.514,16.005,24.378,45.729,116.01,57.25,24.04,101,50.93,65.16
01/01/2022 15:15,0.264,16.334,23.646,45.527,95.12,66.51,0.1,100.89,63.93,72.95
01/01/2022 15:30,0.346,16.591,23.322,45.567,109.81,84.52,3.93,119.15,84.27,91.42
01/01/2022 15:45,0.382,17.036,23.123,45.829,120.04,95.44,7.32,134.25,100.4,99.34
01/01/2022 16:00,0.45,17.385,23.305,46.544,89.48,73.57,0.1,126.6,72.15,78.77
01/01/2022 16:15,0.22,17.543,23.585,47.201,116.32,84.5,0.02,126.6,84.14,81.98
01/01/2022 16:30,0.149,17.687,23.972,48.257,149.92,85.41,0.02,144.66,92.39,80.36
01/01/2022 16:45,-0.128,17.893,24.527,49.454,149.98,98.72,15.41,158.43,94.42,75.18
01/01/2022 17:00,-2.138,18.053,25.15,50.659,130.09,75.05,40.8,143.1,69.5,72.28
01/01/2022 17:15,-2.198,18.184,25.65,51.16,145.88,98.16,49,323.54,98.68,89.19
01/01/2022 17:30,-2.518,18.197,26.218,51.788,157.93,101.62,55.01,184.96,90.5,81.63
01/01/2022 17:45,-2.498,18.257,26.706,52.013,145.71,96.88,55,150.06,86.23,78.83
01/01/2022 18:00,-4.254,18.478,27.288,52.298,160.87,127.03,66.01,278.1,117.57,129.12
01/01/2022 18:15,-4.237,18.519,27.747,52.48,138.05,92.24,-74.9,154.25,87.12,89.99
01/01/2022 18:30,-4.63,18.6,28.181,52.274,146.82,102.1,23.13,324.27,96.66,90.02
01/01/2022 18:45,-4.508,18.471,28.903,52.099,130,79.11,35.85,146.33,72.9,64.05
01/01/2022 19:00,-5.514,18.243,29.554,51.841,182.8,140.98,49.5,340.1,140.51,162.93
01/01/2022 19:15,-5.164,18.141,29.818,51.573,130.09,93.1,29.87,163.54,83.16,77.57
01/01/2022 19:30,-5.362,17.983,30.207,51.233,134.95,91.67,-74.26,145.06,87.65,79.84
01/01/2022 19:45,-5.197,17.537,30.563,50.638,130,66.07,-0.63,129.87,56.01,57.56
01/01/2022 20:00,-4.164,17.024,31.019,50.276,149.95,125.87,61.57,151.19,123.09,131.23
01/01/2022 20:15,-4.054,16.822,31.088,49.695,121.03,89.96,7.7,138.48,84.14,70.02
01/01/2022 20:30,-4.087,16.612,31.177,49.159,122.72,76.41,-80.6,135.95,69.37,62.12
01/01/2022 20:45,-4.186,16.235,31.318,48.734,77.89,48.12,-4.67,128.44,40.76,36.4
01/01/2022 21:00,-4.901,15.889,31.333,48.453,119.99,100.5,-57.46,165.49,87.31,82.78
01/01/2022 21:15,-4.842,15.631,31.627,47.943,97.47,74.96,-127.51,274.92,66.74,69
01/01/2022 21:30,-5.22,15.434,31.823,47.936,105.79,74.03,-88.94,135.13,69.26,75.09
01/01/2022 21:45,-5.054,15.265,32.101,47.705,82.59,64.77,33.07,200,58.37,73.62
01/01/2022 22:00,-5.399,15.315,31.755,48.051,104.94,100.75,77.01,243.8,97.84,106.96
01/01/2022 22:15,-4.983,15.213,32.167,47.752,90.37,75.26,-422.49,107.22,72.4,78.34
01/01/2022 22:30,-5.058,15.086,32.44,47.262,99.76,87.21,-126.04,108,91.09,101.79
01/01/2022 22:45,-4.678,14.695,32.364,46.684,66.2,38.04,-225.45,137.46,35.09,40.26
01/01/2022 23:00,-4.676,14.038,32.376,45.829,91.52,85.35,0.02,132.77,87.16,80.05
01/01/2022 23:15,-3.465,13.747,32.589,45.224,79.12,60.38,-40.96,112.64,51.71,29.33
01/01/2022 23:30,-3.304,13.695,32.598,44.625,84.42,56.9,-23.29,109.14,50.62,30.33
01/01/2022 23:45,-3.345,13.262,32.632,43.65,29.1,35.95,-14.28,74.32,30.38,6.96
02/01/2022 00:00,-4.171,12.653,32.928,42.867,70.69,81.1,-414.7,237.1,85.13,85.83
02/01/2022 00:15,-4.013,12.574,32.832,42.686,40.59,22.78,-59.41,57.08,20.63,9.67
02/01/2022 00:30,-4.058,12.517,32.503,42.85,58.81,6.78,-49.52,152.1,7.53,7.31
02/01/2022 00:45,-3.725,12.499,31.998,42.294,39.9,6.21,-32.23,486.04,5.8,21.91
02/01/2022 01:00,-3.632,12.384,32.28,42.248,66.92,43.53,-43.27,166.92,68.46,65.93
02/01/2022 01:15,-3.543,12.362,32.667,41.493,45.23,14.7,-24.95,59.59,15.08,4.18
02/01/2022 01:30,-3.574,12.324,33.07,41.094,47.34,5.58,-40.44,92.59,2.56,0.65
02/01/2022 01:45,-3.47,12.289,31.415,41.218,30.73,-108.37,-440.4,52.59,1.2,0.25
02/01/2022 02:00,-4.748,12.306,31.314,41.118,49.91,19,-252.2,94.09,33.21,6.19
02/01/2022 02:15,-4.954,12.261,31.868,40.815,24.19,7.85,-443.98,79.94,7.61,-18.29
02/01/2022 02:30,-4.826,12.244,31.55,40.715,10.89,-0.37,-94.3,247.41,-8.84,-26.72
02/01/2022 02:45,-4.682,12.245,31.536,40.534,1.95,-1.79,-92.25,33,-5.11,-5.33
02/01/2022 03:00,-3.282,12.227,31.486,40.455,32.09,7.97,-81.79,49.38,1.04,0.48
02/01/2022 03:15,-3.15,12.222,32.026,40.48,23.4,8.01,-21.79,248.38,-0.64,-0.69
02/01/2022 03:30,-3.064,12.263,32.187,40.596,11.97,7.9,-18.05,38.96,1.85,0.94
02/01/2022 03:45,-3.111,12.296,32.001,40.735,23.34,6.37,-44.79,35.55,3.84,4.52
02/01/2022 04:00,-2.778,12.308,30.816,40.942,12.97,-0.19,-50.37,25.6,-0.41,1.08
02/01/2022 04:15,-2.856,12.305,30.748,40.505,23.1,-0.46,-20.84,34.26,-1.92,-0.57
02/01/2022 04:30,-2.827,12.278,31.027,40.738,6.04,-0.79,-13.65,32.75,-2.94,-1.08
02/01/2022 04:45,-2.592,12.295,30.728,40.785,26.77,-1.24,-27.81,97.05,-1.63,-0.56
02/01/2022 05:00,-3.735,12.292,31.532,40.976,23.37,3.12,-60.69,35.9,3,2.81
02/01/2022 05:15,-3.851,12.276,31.675,40.64,23.32,2.1,-26.9,32.9,-0.04,-1.53
02/01/2022 05:30,-4.154,12.301,31.194,40.737,11.81,0.54,-26.24,92.62,-0.29,-0.3
02/01/2022 05:45,-3.924,12.319,30.256,40.749,25.32,-0.7,-99,37.8,-1.97,-2.16
02/01/2022 06:00,-4.644,12.29,31.54,40.327,23.38,-0.25,-18.34,32.5,-0.85,-2.99
02/01/2022 06:15,-5.112,12.308,31.267,40.221,25.88,-0.48,-40.5,38.49,-2.31,-3.88
02/01/2022 06:30,-5.505,12.291,32.036,40.358,12.2,1.83,-165.25,99.14,-0.86,-1.8
02/01/2022 06:45,-5.841,12.332,31.677,40.717,26.7,5.36,-247.1,99.14,0.91,-0.04
02/01/2022 07:00,-6.164,12.357,31.742,41.3,22.48,-1.38,-533.08,35.1,0.98,-1.19
02/01/2022 07:15,-6.358,12.358,32.467,41.895,31.97,3.11,-148.5,99.14,4.25,1.62
02/01/2022 07:30,-6.661,12.375,32.982,42.561,33.59,17.61,-11.29,100,13.18,11.36
02/01/2022 07:45,-6.653,12.462,33.602,43.261,49.94,32.54,-0.7,200,21.22,22.41
02/01/2022 08:00,-6.361,12.418,34.675,44.198,26.49,11.72,-49.97,99.14,9.56,24.67
02/01/2022 08:15,-6.743,12.418,35.319,44.975,45.29,15.48,-74.9,99.14,14.37,25.63
02/01/2022 08:30,-6.744,12.41,35.387,45.873,35.38,17.86,-212.1,99.14,23.38,27.73
02/01/2022 08:45,-6.899,12.433,35.912,46.627,65.17,28.02,-70.5,99.14,31.6,23.02
02/01/2022 09:00,-7.911,12.364,36.465,47.727,64.23,20.13,-7.7,99.14,20.09,12.31
02/01/2022 09:15,-7.878,12.376,37.564,48.216,78,17.94,-3,99.14,17.95,3.24
02/01/2022 09:30,-7.886,12.401,37.9,48.482,46.06,15.09,-6,99.14,15.59,5.09
02/01/2022 09:45,-7.965,12.389,38.565,48.951,47.39,11.77,-21.8,99.14,8.21,-0.03
02/01/2022 10:00,-8.63,12.425,40.341,49.845,74.99,34.99,-11.81,119,20.82,5.25
02/01/2022 10:15,-8.69,12.385,41.293,50.029,69.54,23.22,-9.99,196.12,18.92,7.46
02/01/2022 10:30,-8.858,12.403,41.554,50.908,73.83,12.73,-13.86,99.14,11.86,6.51
02/01/2022 10:45,-8.975,12.423,42.659,51.554,47.38,6.03,-21,99.14,5.23,4.25
02/01/2022 11:00,-9.982,12.34,43.862,52.541,72.94,20.2,-2.59,99.14,11.21,3.59
02/01/2022 11:15,-9.82,12.267,44.479,53.652,77.16,16.59,-4.55,99.14,9.21,1.91
02/01/2022 11:30,-9.635,12.31,45.295,54.146,65.08,13.75,-2.8,99.14,6.13,3.38
02/01/2022 11:45,-9.665,12.32,46.107,54.244,47.39,8.65,-5.99,99.14,2.83,2.54
02/01/2022 12:00,-9.215,12.322,47.229,54.76,78.96,24.35,-7.81,99.14,10.42,9.36
02/01/2022 12:15,-9.013,12.323,47.407,54.647,67.42,13.32,-4.6,99.14,8.46,5.6
02/01/2022 12:30,-9.033,12.412,47.302,54.524,63.49,7.28,-25.99,99.14,2.9,3.36
02/01/2022 12:45,-8.967,12.405,47.647,54.223,50.04,3,-53.35,59.27,-2.42,0.4
02/01/2022 13:00,-9.616,12.349,46.951,53.702,65,15.53,-40.74,99.14,6.77,4.16
02/01/2022 13:15,-9.67,12.32,47.359,53.333,42.04,8.95,-3,99.14,4.33,3.31
02/01/2022 13:30,-9.639,12.336,47.549,53.047,46.47,6.99,-35,58.6,3.38,3.94
02/01/2022 13:45,-9.732,12.309,47.186,53.289,20.05,-0.96,-31.03,46.96,-4.17,1
02/01/2022 14:00,-9.546,12.299,47.367,53.026,58.91,9.43,-3,55.07,5.57,5.96
02/01/2022 14:15,-9.823,12.298,47.56,52.775,29.66,4.68,-6,42.3,2.27,1.71
02/01/2022 14:30,-9.77,12.292,47.279,52.523,21.64,-1.35,-20.6,34.3,-3.23,-2.56
02/01/2022 14:45,-9.746,12.293,46.592,52.512,50.4,0.87,-32,56.91,-2.12,-3.58
02/01/2022 15:00,-8.446,12.348,46.982,53.101,23.38,-0.03,-34.34,52.6,-3.14,-7.05
02/01/2022 15:15,-8.752,12.379,46.838,53.087,36.04,4.28,-155,59.52,-0.07,0.02
02/01/2022 15:30,-8.71,12.339,47.547,53.311,41.56,5.56,-3,63.05,1.86,2.66
02/01/2022 15:45,-8.765,12.371,46.851,53.484,32.28,3.87,-9,84.99,0.21,1.75
02/01/2022 16:00,-7.592,12.33,46.868,54.549,6.05,-5.95,-39.98,32.76,-7.84,-7.28
02/01/2022 16:15,-7.848,12.367,46.935,55.077,35.1,1.74,-10.6,47.7,1.55,0.17
02/01/2022 16:30,-7.934,12.431,47.93,55.634,23.37,3.49,-7.24,47.58,3.03,4.79
02/01/2022 16:45,-7.935,12.536,48.71,56.886,67.49,12.63,-3,98.87,5.77,7.03
02/01/2022 17:00,-9.137,12.585,48.69,58.028,1.99,-1.16,-23.03,45.69,-2.81,-6.95
02/01/2022 17:15,-8.985,12.597,48.697,58.48,20.05,2.14,-14.91,90.85,1.59,0.26
02/01/2022 17:30,-9.032,12.655,49.1,58.919,67.45,14.04,0,87.1,9.5,6.83
02/01/2022 17:45,-9.117,12.632,48.905,59.02,28.5,10.46,-22.1,99.14,4.99,6.03
02/01/2022 18:00,-9.954,12.596,49.462,58.803,55.42,16.55,-30.7,70.59,5.58,0.72
02/01/2022 18:15,-9.917,12.584,49.812,58.792,67.96,28.08,-163.39,84.61,11.94,8.1
02/01/2022 18:30,-9.635,12.596,49.587,58.909,17.68,16.39,-19.05,97.17,9.11,16.6
02/01/2022 18:45,-9.709,12.584,49.131,58.558,24.18,14.75,-16.9,46.48,15.67,18.26
02/01/2022 19:00,-10.922,12.486,49.151,58.033,71.18,34.86,-15.95,100.31,22.53,26.43
02/01/2022 19:15,-11.41,12.49,48.89,57.618,46.05,14.44,-16.72,67.46,7.34,2.69
02/01/2022 19:30,-11.235,12.474,47.988,57.252,47.38,15.86,-10.02,64.15,12.22,7.07
02/01/2022 19:45,-11.2,12.512,47.731,56.491,19.91,7.45,-26.27,97.71,5.23,4.06
02/01/2022 20:00,-11.226,12.535,47.87,55.844,75.92,51.81,-19.98,208.13,14.73,6.51
02/01/2022 20:15,-10.713,12.554,48.092,55.146,38.17,26.12,-28.39,189.7,23.51,30.61
02/01/2022 20:30,-10.426,12.465,47.545,54.421,30.1,18.34,-457.9,104.26,21.06,38.69
02/01/2022 20:45,-10.562,12.398,46.919,53.718,0.02,13.57,-470.49,55.39,17.27,31.83
02/01/2022 21:00,-9.543,12.257,46.661,53.1,25.32,26.95,-8.49,96.1,28.96,41.27
02/01/2022 21:15,-9.452,12.194,46.023,52.685,27.97,31.29,-100,294.16,35.62,48.22
02/01/2022 21:30,-9.709,12.221,45.603,52.235,32.29,23.53,-10.08,136.15,22.66,24.34
02/01/2022 21:45,-9.462,12.251,44.806,51.804,29.07,20.15,-9.16,50.7,22.27,34.21
02/01/2022 22:00,-10.122,12.404,43.816,51.97,59.97,47.87,0.21,78.85,50.6,57.01
02/01/2022 22:15,-9.999,12.318,43.496,51.446,24.69,34.23,2.7,61.8,34.88,29.08
02/01/2022 22:30,-9.657,12.381,43.103,50.587,27.58,26.21,-4.22,58.79,27.82,27.38
02/01/2022 22:45,-9.501,12.354,42.81,49.576,-0.07,13.64,-10.85,105.99,11.46,10.43
02/01/2022 23:00,-10.655,12.185,42.6,48.981,76.34,40.25,-86.32,98.99,31.48,30.91
02/01/2022 23:15,-10.591,12.129,42.759,48.058,4.78,23.44,-86.33,62.3,20.12,34.63
02/01/2022 23:30,-10.285,12.144,41.966,47.577,14,14.87,-27.62,80.2,16.47,30.42
02/01/2022 23:45,-10.079,12.166,42.434,46.833,0.01,8.94,-42.64,100.01,11.49,13.84
03/01/2022 00:00,-8.919,12.345,41.922,45.943,50.21,18.45,-13.8,117.9,16.48,12.11
03/01/2022 00:15,-8.262,12.343,41.863,45.642,5.78,4.52,-39,155,4.41,6.43
03/01/2022 00:30,-8.184,12.351,41.552,45.284,-5.41,-1.09,-494.69,24.9,1.37,3.9
03/01/2022 00:45,-8.611,12.462,40.871,44.65,-29.28,-2.14,-498.69,11.25,0.9,4.63
03/01/2022 01:00,-8.4,12.572,39.94,44.303,17.47,4.81,-19.94,22.47,3.91,1.97
03/01/2022 01:15,-8.088,12.565,38.938,43.764,0.05,0.72,-22.78,12.7,1.17,0.1
03/01/2022 01:30,-8.046,12.424,38.23,43.604,-5.53,-0.44,-10.68,13.89,0.41,1.41
03/01/2022 01:45,-7.546,12.325,39.899,43.036,-16.38,-1.78,-33.66,10.32,-1.98,-2.61
03/01/2022 02:00,-7.151,12.265,39.578,42.724,10.2,1.54,-17.17,143.7,-0.2,-0.52
03/01/2022 02:15,-7.194,12.178,38.687,42.477,0.04,-5.3,-69.36,16.4,-7.35,-14.59
03/01/2022 02:30,-6.888,12.206,38.262,42.639,-0.1,-11.82,-115.39,36.67,-4.09,-0.63
03/01/2022 02:45,-6.871,12.178,37.577,42.586,-1.04,-13.46,-254.64,7.96,-7.14,-14.85
03/01/2022 03:00,-7.196,12.178,36.792,42.983,0.06,-15.79,-74.47,202.82,-8.72,-21.61
03/01/2022 03:15,-7.335,12.212,38.322,42.879,-0.68,-10.73,-223.1,4.46,-7.26,-23.05
03/01/2022 03:30,-7.258,12.18,37.573,43.139,0.06,-10.97,-86.33,34.67,-14.82,-28.15
03/01/2022 03:45,-7.367,12.189,37.755,43.556,0.07,-8.12,-177.3,144.2,-9.46,-2.47
03/01/2022 04:00,-8.869,12.223,38.355,43.904,-17.77,-12.62,-47.68,143.7,-18,-14.82
03/01/2022 04:15,-9.413,12.228,39.584,44.125,-2.51,-7.9,-29.85,13.3,-11.13,-7.07
03/01/2022 04:30,-9.43,12.36,39.393,44.659,0.04,-2.46,-56.19,12.7,-3.89,-6.74
03/01/2022 04:45,-10.013,12.517,40.081,45.737,8.93,-1.39,-21.95,15.08,-0.11,-0.35
03/01/2022 05:00,-11.105,12.702,41.977,47.251,-29.2,-11.96,-44.81,35.27,-14.5,-10.75
03/01/2022 05:15,-10.995,12.965,42.954,47.872,-21.62,-2.46,-22,20.19,-2,-2.23
03/01/2022 05:30,-11.035,13.221,43.583,48.473,0.05,1.91,-24.62,118.5,1.76,2.85
03/01/2022 05:45,-10.958,13.471,45.775,50.001,51.97,17.51,0,88.99,13.98,13.8
03/01/2022 06:00,-10.724,13.845,48.506,52.87,-25.28,7.55,-15.88,64.5,7.01,28.27
03/01/2022 06:15,-10.664,14.279,48.856,54.535,25.73,9.86,-84.85,65,8.16,20.48
03/01/2022 06:30,-10.772,14.701,48.934,56.365,56.07,25.87,-136.61,163.3,22.41,46.99
03/01/2022 06:45,-10.641,15.218,49.618,57.933,98.7,40.73,-0.42,191.5,33.39,52.42
03/01/2022 07:00,-10.423,15.953,50.737,59.802,65.33,29.39,-23.06,173.08,25.41,16.62
03/01/2022 07:15,-10.462,16.36,50.288,61.069,93.01,52.54,-49.98,161.6,54.61,53.15
03/01/2022 07:30,-10.658,16.639,50.239,62.125,101.14,78.19,0.02,125.5,87.63,99.44
03/01/2022 07:45,-10.736,17.297,50.109,63.408,138.73,95.85,-424.89,161.5,107.55,114.26
03/01/2022 08:00,-12.14,18.292,49.33,64.276,112.97,53.66,-6.9,119.9,53.36,33.46
03/01/2022 08:15,-12.218,18.92,49.113,64.869,148.28,63.71,-3.9,220.9,57.88,20.97
03/01/2022 08:30,-12.101,19.309,49.725,65.281,132.59,69.44,-4.99,163.62,69.36,73.92
03/01/2022 08:45,-11.968,19.676,50.047,65.705,141.77,92.87,-399.49,173.8,94.58,107.68
03/01/2022 09:00,-12.438,20.035,49.809,66.073,131.96,107.75,-5,143.42,110.1,88.04
03/01/2022 09:15,-12.25,20.282,49.926,66.22,113.11,101.03,4.4,299,90.04,72.74
03/01/2022 09:30,-12.161,20.526,50.385,66.602,120.25,98.05,46.77,249.1,91.48,92.73
03/01/2022 09:45,-12.066,20.808,50.519,66.868,123.49,99.06,61.23,150.8,94.22,99.76
03/01/2022 10:00,-11.858,21.029,50.921,67.311,109.89,122.01,87.53,310.16,107.78,112.09
03/01/2022 10:15,-11.391,21.075,51.67,67.871,96.57,108.66,67.14,489.5,101.48,116.62
03/01/2022 10:30,-11.384,21.141,52.193,68.11,119.95,120.02,68.84,499.5,109.75,121.02
03/01/2022 10:45,-11.283,21.039,52.652,68.136,123.19,134.64,63.3,365,133.77,162.1
03/01/2022 11:00,-10.85,21.008,53.047,68.637,101.98,113,76.39,326.2,104.62,116.66
03/01/2022 11:15,-10.648,21.119,53.566,69.368,100.59,110.32,47.85,488.88,116.55,126.35
03/01/2022 11:30,-10.643,21.128,54.055,69.777,105.63,102.67,9,270.9,113.31,115.38
03/01/2022 11:45,-10.276,21.188,54.491,69.952,101.28,92.07,37.5,121.24,98.43,99.05
03/01/2022 12:00,-10.019,21.269,54.281,70.176,105.11,100,71.41,204.46,99.52,100.51
03/01/2022 12:15,-10.018,21.376,54.07,70.129,95.21,102.29,2,307.75,100.81,102.35
03/01/2022 12:30,-10.111,21.449,53.49,70.128,92.87,121.89,72.35,472.29,103.53,107.08
03/01/2022 12:45,-10.184,21.483,53.282,69.956,84.41,103.1,50,261.86,100.5,110.34
03/01/2022 13:00,-9.708,21.549,52.642,70.025,84.43,109.9,69.51,360.29,107.48,110.14
03/01/2022 13:15,-9.63,21.685,52.249,69.51,81.49,109.24,66.37,488.87,103.87,97.97
03/01/2022 13:30,-9.727,21.774,51.825,69.061,84.26,108.67,-188.88,296.33,103.01,107.99
03/01/2022 13:45,-9.526,21.846,51.417,68.616,81.03,104.95,47.25,402.98,108.63,114.86
03/01/2022 14:00,-10.175,21.992,50.787,68.347,64.72,67.87,27.94,160.94,75.66,80.77
03/01/2022 14:15,-10.191,22.043,50.032,68.321,74.52,99.24,59.52,244.99,101.29,98.55
03/01/2022 14:30,-10.203,22.193,49.388,68.224,90.23,116.95,-188.88,214.7,113.57,110.38
03/01/2022 14:45,-10.357,22.562,48.709,68.258,102.13,124.11,80.99,212,115.09,125.45
03/01/2022 15:00,-10.35,23.056,47.7,67.934,86.01,99.06,0.1,252.7,112.09,126.45
03/01/2022 15:15,-10.444,23.282,46.584,67.465,101.11,121.18,79.5,488.88,127.38,138.78
03/01/2022 15:30,-10.482,23.51,46.009,67,124.11,123.16,90,156.72,125.93,131.74
03/01/2022 15:45,-10.261,23.689,45.843,66.725,129.17,139.54,98.05,287.71,143.6,146.57
03/01/2022 16:00,-10.136,24.136,45.809,67.259,106.42,94.47,7.4,150,94.78,91.16
03/01/2022 16:15,-10.517,24.451,45.409,67.442,138.4,133.61,105,470.2,132.69,134.19
03/01/2022 16:30,-10.555,24.804,45.023,68.123,124.98,130.94,109.4,164.36,136.33,145.58
03/01/2022 16:45,-10.292,24.813,44.845,68.715,156.95,157.72,123.51,195,159.26,162.56
03/01/2022 17:00,-10.611,24.763,44.801,69.564,135.25,118.35,95.33,168.09,120.53,123.5
03/01/2022 17:15,-10.534,25.082,44.818,70.051,157.78,152.22,74.96,279.88,157.94,157.91
03/01/2022 17:30,-10.709,25.141,44.759,70.342,153.11,151.79,27.49,178.09,156.31,160.21
03/01/2022 17:45,-10.858,25.1,44.563,70.634,156.68,165.32,119.81,209.8,171.97,165.05
03/01/2022 18:00,-10.394,25.178,44.809,70.288,182.77,164.35,125.8,188.11,166.74,171.77
