Date,Import Balance,Non-Renewable,Renewable,Load,Intraday Auction 15 minute call,Intraday Continuous 15 minutes Average Price,Intraday Continuous 15 minutes Low Price,Intraday Continuous 15 minutes High Price,Intraday Continuous 15 minutes ID3-Price,Intraday Continuous 15 minutes ID1-Price
11/07/2022 06:30,4.34,32.386,16.792,56.244,440.37,448.69,380.4,606.59,440.13,446.07
11/07/2022 06:45,4.355,32.501,17.92,57.16,440.31,440.84,374.75,633.38,445.98,451.26
11/07/2022 07:00,2.334,32.507,19.275,58.237,499.96,489.02,164.1,528.56,489.76,491.37
11/07/2022 07:15,2.306,32.547,20.846,58.911,469.48,457.94,370.31,498.65,464.66,458.46
11/07/2022 07:30,2.377,32.536,22.23,59.548,440.4,421.15,176.61,491.1,430.28,428.58
11/07/2022 07:45,2.394,32.508,23.528,60.066,374.08,362.47,140,425.12,393.93,396.08
11/07/2022 08:00,0.795,32.323,24.78,59.845,469.44,417.12,125,489.88,428.27,393.23
11/07/2022 08:15,1.186,32.333,25.998,60.429,429.92,407.82,242.43,479.14,399.33,382.96
11/07/2022 08:30,1.578,32.405,27.075,60.896,400.05,402.11,353.2,470.07,392.66,386.85
11/07/2022 08:45,1.445,32.367,28.112,61.08,364.99,382.42,313.84,452.45,384.82,391.99
11/07/2022 09:00,0.558,32.198,29.035,61.215,441,426.1,352.85,465.34,428.37,427.78
11/07/2022 09:15,0.383,32.167,29.678,61.671,405.64,404.6,280.5,471.63,413.59,418.29
11/07/2022 09:30,0.549,32.155,30.203,62.133,401.72,395.25,298.11,450.81,398.01,400.37
11/07/2022 09:45,0.58,32.112,30.925,62.536,390.04,372.09,73.8,442.24,386.96,380.36
11/07/2022 10:00,-0.124,32.115,31.37,63.161,409.99,390.17,100.13,509.99,423.3,427.2
11/07/2022 10:15,0.422,32.19,31.931,63.386,404.94,383.35,70,486.82,416.57,412.97
11/07/2022 10:30,0.54,32.179,32.425,63.778,394.43,405.78,331.83,524.56,398.18,380.09
11/07/2022 10:45,0.696,32.17,32.585,63.634,382.41,405.83,316.98,1000,399.22,392.03
11/07/2022 11:00,0.072,31.435,32.97,62.989,399.98,421.02,307.76,445.43,424.75,426.45
11/07/2022 11:15,0.158,30.608,33.308,62.792,399.95,408.27,245.11,744.15,415.36,426.7
11/07/2022 11:30,0.155,30.418,33.434,62.876,381.36,405.33,339.44,487.24,408.14,413.93
11/07/2022 11:45,-0.008,30.412,34.015,62.758,328.07,355.8,300.1,480,354.69,357.25
11/07/2022 12:00,-0.615,30.346,34.214,62.7,409.93,424.9,365.1,607.1,426.14,434.74
11/07/2022 12:15,-0.598,30.377,34.164,62.307,372.54,382.12,289.4,465.35,392.92,375.54
11/07/2022 12:30,-0.599,30.35,34.091,62.095,342.96,348.23,285.37,500,343.02,338.79
11/07/2022 12:45,-0.648,30.295,34.565,61.566,309.32,325.87,269.3,458.4,328.04,333.04
11/07/2022 13:00,-0.402,30.237,34.609,61.588,339.09,368.44,276.05,463.61,389.12,417.38
11/07/2022 13:15,-0.518,30.157,34.581,61.458,329.72,316.33,165.96,364.72,339.48,337.81
11/07/2022 13:30,-0.574,30.214,34.402,60.975,323.58,326.69,255.01,376.66,339.66,338.45
11/07/2022 13:45,-0.501,30.133,34.198,60.342,323.54,323.6,272.99,412.96,329.43,322.22
11/07/2022 14:00,-0.133,30.317,34.087,59.895,323.56,320.43,199.9,436,324.06,322.78
11/07/2022 14:15,-0.169,30.353,33.551,59.662,323.51,320.04,223.32,414.8,330.36,332.19
11/07/2022 14:30,-0.355,30.283,33.063,59.372,321.93,322.31,226.11,355.2,335.67,340.85
11/07/2022 14:45,-0.575,30.338,32.485,58.815,323.59,320.74,229,440.34,327.7,325.23
11/07/2022 15:00,0.558,30.573,31.778,58.861,309.91,326.19,290,849.54,317.76,318.14
11/07/2022 15:15,0.642,30.771,30.831,58.147,324.17,331.34,254.1,673.61,321.01,329.71
11/07/2022 15:30,0.409,30.998,29.87,57.852,328.34,344.32,303.34,534.8,332.35,351.78
11/07/2022 15:45,0.576,31.284,29.031,58.075,348.77,379.16,329,524.45,368.48,421.05
11/07/2022 16:00,2.856,32.221,28.008,58.369,295.05,338.58,262.55,460.1,343.23,362.69
11/07/2022 16:15,2.949,33.181,27.16,58.541,333.24,361.25,285.41,453,368.46,360.22
11/07/2022 16:30,2.934,33.426,26.026,58.319,399.99,434.72,369,819.45,427.55,431.8
11/07/2022 16:45,2.905,33.461,24.851,58.025,465.42,454.25,383.6,543.65,449.88,467.98
11/07/2022 17:00,5.529,33.407,23.785,57.589,295.63,393.11,277.49,465.43,409.11,413.23
11/07/2022 17:15,5.179,33.404,22.503,57.629,374,427.73,352.5,468,445.25,451.58
11/07/2022 17:30,4.977,33.495,21.246,57.957,450.42,453.03,331.51,540.58,460.96,474.7
11/07/2022 17:45,5.025,32.911,19.911,57.743,492.27,476.71,404.19,731.7,470.58,473.29
11/07/2022 18:00,6.106,32.959,18.422,57.762,421.53,439.42,382,652.7,434.47,416.81
11/07/2022 18:15,6.417,33.094,17.38,57.42,460.01,467.41,415.81,662.8,454.85,458.93
11/07/2022 18:30,6.401,33.12,15.911,56.859,478.51,499.63,415.8,1021.71,500.61,557.12
11/07/2022 18:45,6.097,33.107,14.824,56.1,523.56,555.38,450,952.99,583.75,729.86
11/07/2022 19:00,5.755,33.282,13.82,55.386,473,459.7,425.09,516.55,458.27,471.74
11/07/2022 19:15,5.698,33.772,12.881,54.727,469.59,457.68,336.73,558.29,468.88,481.05
11/07/2022 19:30,5.577,33.783,12.068,54.26,477.18,483.77,407.67,777.2,513.06,507.4
11/07/2022 19:45,5.498,33.784,11.451,53.31,469.57,499.67,414.96,575,532.17,517.76
11/07/2022 20:00,4.075,33.844,11.02,52.853,493.17,499.68,310,1109.1,521.02,531.9
11/07/2022 20:15,4.188,33.79,10.878,52.185,469.43,488.53,370.59,659.65,502.23,511.49
11/07/2022 20:30,4.081,33.803,10.746,51.804,450.35,467.83,420.35,533,472.76,466.57
11/07/2022 20:45,4.284,33.787,10.504,51.271,422.94,447.28,327,626.16,448.31,445.61
11/07/2022 21:00,4.229,33.862,10.436,51.101,510.89,499.1,424.31,545.89,511.54,508.19
11/07/2022 21:15,4.621,33.778,10.479,50.48,469.41,470.68,328,554.23,477.04,495.18
11/07/2022 21:30,4.69,33.781,10.388,49.635,450.96,464.96,391.77,751,472.36,477.82
11/07/2022 21:45,5.112,33.736,10.382,48.568,390.12,442.92,372.62,641.85,449.57,468.1
11/07/2022 22:00,4.418,33.319,10.28,47.355,459.91,448.42,300,474.91,458.18,456.86
11/07/2022 22:15,4.102,33.154,10.3,46.231,443.69,436.43,313.88,468.44,449.06,446.86
11/07/2022 22:30,4.33,33.14,10.217,45.341,391.24,410.35,305,712.1,411.15,398.68
11/07/2022 22:45,4.269,33.084,10.127,44.754,322.65,368.83,289.46,446.3,371.02,354.44
11/07/2022 23:00,3.919,31.567,10.003,43.819,397.32,425.07,285,492.5,451.98,455.13
11/07/2022 23:15,3.671,31.2,10.061,43.522,429.32,409.17,320,507.01,418.18,404.5
11/07/2022 23:30,3.896,30.853,10.015,43.189,400.99,471,305.35,1000,388.96,339.04
11/07/2022 23:45,3.853,30.463,10.031,42.683,358.77,452.81,59.57,1000,355.79,346.54
12/07/2022 00:00,3.923,30.27,10.102,41.953,403.36,454.75,321,982.7,448.61,472.92
12/07/2022 00:15,3.888,30.186,9.982,41.435,383.46,442.82,357.8,683.5,450.19,480.48
12/07/2022 00:30,3.996,30.212,10.008,41.285,349.87,394.62,321.11,544.99,409.27,454.75
12/07/2022 00:45,4.131,30.183,10.072,40.984,321.32,362.68,316.32,492.75,370.59,374.78
12/07/2022 01:00,4.729,30.218,10.203,40.898,358.48,372.6,295,413.1,378.45,380.74
12/07/2022 01:15,4.845,30.199,10.147,40.762,339.09,362.15,186.65,500,373.41,345.66
12/07/2022 01:30,5.018,30.234,10.132,40.715,339.09,356.27,211.48,399.38,369.68,353.38
12/07/2022 01:45,5.051,30.286,10.055,40.753,339.05,356,287.19,460.22,362.91,343.58
12/07/2022 02:00,5.253,30.277,9.992,40.854,334.64,340.2,192.5,383.95,363.84,345.95
12/07/2022 02:15,5.223,30.236,9.91,40.947,339.05,349.8,265.39,394.78,360.93,344.29
12/07/2022 02:30,5.372,30.233,9.788,40.948,339.03,353.48,223.67,383.01,354.02,341.17
12/07/2022 02:45,5.472,30.21,9.773,41.148,347.28,355.26,291,394.35,357.02,340.18
12/07/2022 03:00,5.956,30.346,9.732,41.27,321.17,346.8,314.76,705.42,342.97,341.11
12/07/2022 03:15,6.115,30.353,9.722,41.561,329.15,350.22,309.15,629.2,349.41,350.02
12/07/2022 03:30,6.204,30.371,9.773,41.817,340.89,366.67,315.15,478.79,367.94,385.3
12/07/2022 03:45,6.525,30.421,9.823,42.336,399.32,388.9,347.14,441.09,386.7,395.65
12/07/2022 04:00,8.116,30.497,9.889,43.281,315.35,379.07,305.35,578.35,381.36,415.53
12/07/2022 04:15,8.385,30.644,9.888,43.854,351.52,392.45,312.48,549.6,411.91,471.69
12/07/2022 04:30,8.268,30.794,10.039,44.509,400.96,410.88,241,585.89,449.21,499.73
12/07/2022 04:45,8.391,31.003,10.527,45.664,446.66,428.9,289.46,553.8,473.78,501.41
12/07/2022 05:00,7.161,31.626,11.049,48.525,349.81,396.81,287.95,484.99,407.85,380.75
12/07/2022 05:15,6.875,31.78,11.626,50.114,460.71,459.46,352.23,689.28,478.28,482.06
12/07/2022 05:30,6.496,31.81,12.303,51.287,462.26,469.51,370.45,652.63,484.74,437.99
12/07/2022 05:45,6.259,31.915,13.163,52.245,481.61,481.28,300,607.77,498.22,457.9
12/07/2022 06:00,3.315,31.705,14.374,53.95,489.55,475.83,320,585.5,483.15,443.61
12/07/2022 06:15,3.012,31.668,15.509,54.935,487.67,491.15,368.6,630.92,496.73,468.5
12/07/2022 06:30,3.162,31.709,16.823,55.901,500.69,505.75,399.48,666.16,509.28,485.29
12/07/2022 06:45,3.067,31.641,18.449,56.778,449.91,481.67,430,559.49,477.9,465.24
12/07/2022 07:00,-1.022,31.526,20.31,58.067,571.67,718.19,537.93,1999,739.65,818.17
12/07/2022 07:15,-1.194,31.542,22.351,58.744,495.63,520.24,390,774.5,507.02,498.13
12/07/2022 07:30,-0.892,31.512,24.499,59.266,455.93,467.47,315,710.08,473.71,481.39
12/07/2022 07:45,-1.044,31.438,26.744,59.79,343.56,400.71,319.99,505.5,420.69,450.51
12/07/2022 08:00,-3.003,31.212,29.111,59.702,474.99,534.34,191.39,681.55,574.46,559.55
12/07/2022 08:15,-2.813,31.151,31.139,60.271,435.8,448.65,224.45,547.85,479.15,457.96
12/07/2022 08:30,-2.47,31.176,32.807,60.794,375.28,420.41,210.01,510,431.88,400.13
12/07/2022 08:45,-2.394,31.27,34.611,61.099,302.04,326.4,-90.44,426.86,342.68,317.89
12/07/2022 09:00,-5.2,30.137,35.787,61.251,397.1,426.37,177.12,551.43,446.1,412.39
12/07/2022 09:15,-5.399,29.551,36.994,61.605,339.03,376.36,185.44,647.43,366.97,313.26
12/07/2022 09:30,-5.335,29.273,38.143,61.903,310,348.36,298.77,546.02,339.75,320.67
12/07/2022 09:45,-5.301,29.049,39.253,62.608,309.95,329.6,287.44,494.8,320.7,307.46
12/07/2022 10:00,-4.723,28.556,40.488,63.055,394.9,433.71,354.6,585.35,414.85,418.88
12/07/2022 10:15,-4.579,28.503,41.686,63.138,356.18,389.13,324.98,783.49,363.09,365.67
12/07/2022 10:30,-4.247,28.389,42.814,63.477,339.84,400.46,280.56,580.4,364.95,387.28
12/07/2022 10:45,-4.446,28.276,43.472,63.524,322.28,374.91,264.92,531.5,355.4,364.16
12/07/2022 11:00,-4.553,27.86,44.498,63.207,346.86,181.7,181.7,181.7,356.49,365.2
12/07/2022 11:15,-4.792,27.731,45.296,63.374,319.88,328.59,115.59,406.09,353.14,349.99
12/07/2022 11:30,-5.105,27.801,46.087,63.452,301.48,296.48,82.01,448.61,338.81,331.47
12/07/2022 11:45,-4.886,28.098,46.817,63.245,249.39,243.51,0,375.88,291.54,289.34
12/07/2022 12:00,-5.161,27.326,46.976,63.155,325.37,304.98,8.52,396.39,347.24,328.66
12/07/2022 12:15,-5.334,27.117,46.946,62.728,310.92,244.87,-40.79,394.12,313.05,274.69
12/07/2022 12:30,-5.551,26.332,47.09,62.279,257.26,136.27,-88.03,364.52,170.22,89.43
12/07/2022 12:45,-5.65,26.143,46.735,61.738,182.12,45.9,-153.84,232.78,42.76,-16.89
12/07/2022 13:00,-4.782,26.16,46.796,61.45,221.16,207.25,172.5,242,135.91,60.25
12/07/2022 13:15,-4.816,26.25,46.533,61.275,253.29,127.43,-22.45,282.49,120.66,29.07
12/07/2022 13:30,-4.889,26.503,46.283,61.252,282.59,169,0,367.7,167.75,84.47
12/07/2022 13:45,-4.952,26.638,45.887,61.341,312.15,241.8,-38.62,386.99,249.79,192.99
12/07/2022 14:00,-4.597,26.609,45.347,61.097,225.52,310.3,310.3,310.3,68.59,27.14
12/07/2022 14:15,-4.928,27.225,44.647,60.964,272.24,170.92,-20.5,317.1,146.09,92.11
12/07/2022 14:30,-5.094,27.525,43.737,60.725,319.85,318.88,132.2,402.6,318.65,311.29
12/07/2022 14:45,-4.79,27.788,42.732,60.647,326.18,329.66,70,409,344.74,326.49
12/07/2022 15:00,-3.532,28.843,41.628,60.066,263.88,242.24,6.81,359.66,222.83,171.19
12/07/2022 15:15,-3.288,28.895,40.339,59.28,282.6,330.1,262.6,806,316.5,316.64
12/07/2022 15:30,-3.334,29.292,38.988,59.407,326.22,372.69,316.22,499,367.97,373.11
12/07/2022 15:45,-3.077,29.515,37.605,59.122,404.12,398.07,235.05,474.12,397.24,405.5
12/07/2022 16:00,0.335,30.235,35.807,59.426,320.14,343.01,6.65,438.75,349.1,341.47
12/07/2022 16:15,0.625,30.562,33.93,59.168,369.45,366.1,70,471.5,368.47,360.4
12/07/2022 16:30,0.456,30.836,32.222,59.147,439.92,439.54,152.7,545,422.39,365.18
12/07/2022 16:45,0.641,31.129,30.371,59.179,500.14,479.3,250.1,598.09,468.83,457.26
12/07/2022 17:00,3.362,32.149,28.123,59.138,301.42,376.17,0.1,503.13,389.38,339.84
12/07/2022 17:15,3.428,32.521,26.117,58.758,418.77,454.25,347.24,543.2,458.7,467.29
12/07/2022 17:30,3.43,32.689,24.319,58.416,479.17,500.48,164.3,591.07,492.52,463.16
12/07/2022 17:45,3.546,32.752,22.233,58.43,519.04,539.77,405.8,681.52,526.48,511.22
12/07/2022 18:00,4.816,32.924,20.061,58.146,442.32,464.28,411.61,919.02,460.61,453.66
12/07/2022 18:15,4.891,32.983,18.494,57.579,453.4,500.95,422.7,833.25,494.69,469.62
12/07/2022 18:30,4.88,32.989,17.195,57.172,514.34,598.09,483.5,904.2,623.63,592.99
12/07/2022 18:45,4.871,33.114,15.894,56.778,576.35,703.24,518.28,1063.95,762.21,855.36
12/07/2022 19:00,4.788,33.221,14.968,56.528,535.84,555.33,466.99,912.7,591.57,655.85
12/07/2022 19:15,4.396,33.177,13.821,55.84,513.88,598.58,442.5,779.45,634.51,586.73
12/07/2022 19:30,4.828,33.165,13.151,55.331,509.26,622.39,499.51,1000,696.9,774.01
12/07/2022 19:45,5.037,33.166,12.661,54.739,488.95,586.64,484.59,761.59,681.33,681.33
12/07/2022 20:00,3.902,33.219,12.359,54.142,520.58,593.32,506.6,754.1,647.85,647.85
12/07/2022 20:15,4.238,33.546,12.359,52.976,488.92,570.25,487.92,665.3,611.32,611.32
12/07/2022 20:30,4.226,33.795,12.399,53.135,475.6,547.61,470.85,639.1,598.56,598.56
12/07/2022 20:45,4.196,33.882,12.158,52.846,446.89,479.61,418.14,540.45,518.39,518.39
12/07/2022 21:00,2.719,33.901,12.29,52.514,501.78,559.73,441.8,719.99,633.83,633.83
12/07/2022 21:15,2.779,33.718,12.316,51.89,488.92,537.65,448.9,643.66,566.21,566.21
12/07/2022 21:30,2.99,33.707,12.527,50.777,447.07,506.18,424.15,598.26,496.14,496.14
12/07/2022 21:45,2.84,33.559,12.542,49.976,405.03,436.82,390,468.06,436.82,436.82
12/07/2022 22:00,3.083,33.472,12.754,48.795,479.98,497.35,100,780,497.35,497.35
12/07/2022 22:15,2.814,33.435,12.784,47.986,445.71,459.4,100,854.42,459.4,459.4
12/07/2022 22:30,3.132,33.267,12.553,47.246,401.43,409.26,100,618.49,335.62,335.62
12/07/2022 22:45,3.301,32.684,12.419,46.6,344.67,364.76,100,631.3,316.97,316.97
12/07/2022 23:00,2.728,32.488,12.232,46.06,499.75,449.91,329.9,652.1,415.01,387.71
12/07/2022 23:15,2.725,32.251,11.959,45.252,434.05,428.58,50.01,750,408.24,389.66
12/07/2022 23:30,3.002,31.908,11.581,44.862,375.09,391.44,203.05,874.35,385.1,372.43
12/07/2022 23:45,3.095,31.498,11.339,44.466,341,321.22,-13.36,457.44,342.99,355.34
13/07/2022 00:00,3.215,31.065,11.484,43.985,392.8,357.85,287.5,518.5,335,340.96
13/07/2022 00:15,3.191,30.332,11.356,43.606,379.65,440.91,320.52,1000,415.28,451.68
13/07/2022 00:30,3.262,30.035,11.375,43.408,365.18,465.22,300.5,1000,445.82,464.43
13/07/2022 00:45,3.13,29.942,11.287,43.299,308.83,451.19,203.14,765.12,428.85,458.34
13/07/2022 01:00,3.542,29.708,11.263,43.033,339.03,424.55,312,580.11,422.23,456.77
13/07/2022 01:15,3.605,30.026,11.256,42.858,322.75,402.48,306.7,607.4,380.55,423.29
13/07/2022 01:30,3.643,30.084,11.453,42.975,331.73,365.43,295.16,496.71,362.2,384.11
13/07/2022 01:45,3.782,30.482,11.704,43.126,311.76,372.74,267.72,441.3,389.68,410.66
13/07/2022 02:00,3.875,30.804,12.214,43.027,399.97,368.57,190.4,433.45,389.43,402.86
13/07/2022 02:15,3.736,30.79,12.529,43.07,334,365.77,81.79,449,382.86,373.4
13/07/2022 02:30,3.565,30.811,12.774,43.296,323.13,361.73,-157.52,406.52,375.23,360.67
13/07/2022 02:45,3.743,30.898,13.032,43.442,320.3,365.84,299.98,450,373.56,357.66
13/07/2022 03:00,2.775,31.184,13.24,43.801,325.04,349.61,218.57,404,374.51,366.99
13/07/2022 03:15,3.098,31.31,13.466,44.201,324.11,360.3,300.9,490.15,369.64,352.69
13/07/2022 03:30,3.334,31.38,13.929,44.537,329.14,368.27,263.18,519.25,369.43,354.75
13/07/2022 03:45,3.595,31.391,14.411,45.094,335.67,364.59,100,635.7,358.31,345.85
13/07/2022 04:00,4.024,31.496,14.438,45.955,290.55,378.46,295.03,736.16,383.92,378.96
13/07/2022 04:15,4.003,31.685,14.771,46.693,309.91,369.9,275.3,501.92,376.79,381.45
13/07/2022 04:30,3.895,31.87,14.946,47.332,337.49,406.73,318.3,808,386.08,391.3
13/07/2022 04:45,4.025,32.099,15.19,48.427,430.9,441.82,331.98,761.34,423.55,401.33
13/07/2022 05:00,2.678,33.302,16.042,50.832,320.14,376.13,325.71,530.15,361.8,348.01
13/07/2022 05:15,2.646,33.806,16.811,52.44,453.6,408.22,246.56,714.49,394.01,360.34
13/07/2022 05:30,2.508,34.393,17.552,53.459,474.66,432.05,144,519.55,418.57,411.95
13/07/2022 05:45,2.546,34.507,18.34,54.569,499.94,431.83,180.8,545.69,433.85,442.73
13/07/2022 06:00,1.587,34.721,19.395,55.941,441.87,426.02,274.28,558.7,451.9,437.8
13/07/2022 06:15,1.469,34.795,20.297,56.986,442.82,411.13,300.03,521.3,414.57,379.95
13/07/2022 06:30,1.288,34.87,21.227,58.104,476.7,387.09,180.64,506.7,422.64,400.96
13/07/2022 06:45,1.351,34.791,22.211,58.957,474.6,399.32,0,546.94,395.68,357
13/07/2022 07:00,-0.688,34.881,23.341,59.782,516.59,492.12,352.9,595.16,506.66,451.5
13/07/2022 07:15,-0.811,34.874,24.452,60.513,474.61,464.58,359.86,562.64,442.74,391.93
13/07/2022 07:30,-0.561,34.76,25.257,61.045,474.7,434.15,353.5,519.02,405.82,396.74
13/07/2022 07:45,-0.947,34.857,25.869,61.354,394.37,398.34,325.7,594.3,376.82,408.4
13/07/2022 08:00,-2.399,34.944,27.037,61.158,524.27,498.19,329.31,612.73,494.97,444.07
13/07/2022 08:15,-2.406,34.957,28.402,61.713,498.24,464.99,323.19,600.97,452.87,418.05
13/07/2022 08:30,-2.205,34.93,29.986,62.391,402.73,412.66,332.01,920.1,400.02,412.75
13/07/2022 08:45,-2.079,34.777,31.555,62.753,331.34,355.57,177.45,456.83,369.12,404.59
13/07/2022 09:00,-2.53,34.233,32.996,62.687,510.69,442.33,198,591.3,460.9,434.61
13/07/2022 09:15,-2.401,33.823,34.695,62.978,440.87,412.88,335,525.41,410.13,390.9
13/07/2022 09:30,-2.103,32.986,36.41,63.709,329.1,329.06,219.9,436.75,340.85,307.86
13/07/2022 09:45,-2.066,31.247,38.4,64.13,292.17,309.2,161.1,410.65,320.67,317.21
13/07/2022 10:00,-3.746,29.127,40.024,64.411,429.99,377.25,200,454.99,373.35,351.06
13/07/2022 10:15,-3.916,28.159,41.164,65.005,399.95,331.98,196.97,421.51,323.5,306.5
13/07/2022 10:30,-3.663,27.857,42.216,65.27,344.92,312.29,254.73,421.75,307.41,308.05
13/07/2022 10:45,-3.858,27.495,43.428,65.491,305.59,272.07,81,441.2,255.29,217.72
13/07/2022 11:00,-5.954,27.27,44.562,64.714,348.12,348.22,214.75,559.5,316.84,320.12
13/07/2022 11:15,-5.957,27.491,45.523,64.4,315.7,342.44,233.45,550,294.83,298.6
13/07/2022 11:30,-5.938,27.349,46.472,64.498,239.83,268.66,78.32,490,190.25,211.01
13/07/2022 11:45,-5.898,27.199,47.962,64.896,193.55,161.33,-1.5,345,99.6,115.32
13/07/2022 12:00,-6.106,26.939,48.862,65.102,321.23,135,135,135,299.64,337.56
13/07/2022 12:15,-6.301,26.36,49.421,65.171,315.19,286.93,95.12,457.01,294.11,347.47
13/07/2022 12:30,-6.285,25.805,50.281,65.378,228.84,117.73,-19.8,314.42,126.46,130.09
13/07/2022 12:45,-6.063,25.109,50.945,65.104,151.15,43.45,-45,203.1,46.56,31.96
13/07/2022 13:00,-6.486,24.177,52.046,65.212,240.08,185,185,185,110.97,59.51
13/07/2022 13:15,-6.468,23.865,52.38,64.91,185.68,106.92,-8.9,306.3,78.17,42.05
13/07/2022 13:30,-6.587,23.894,51.551,64.936,194.74,87.17,-5,307.99,69.04,43.7
13/07/2022 13:45,-6.539,23.974,51.343,64.8,180,82.84,-12,218.73,70.55,66.32
13/07/2022 14:00,-6.326,24.158,51.273,64.461,202.21,73.71,-29,314.83,57.45,93.06
13/07/2022 14:15,-6.396,24.252,50.759,64.313,181.06,101.92,-7.39,312.21,86.39,100.71
13/07/2022 14:30,-6.73,24.317,50.334,64.191,183.1,165.74,81.5,295.39,161.31,166.39
13/07/2022 14:45,-6.843,24.365,49.519,63.537,200.02,268.55,159.36,488.88,261.52,245.1
13/07/2022 15:00,-5.876,25.009,48.509,63.22,133.06,63.79,-12,228.98,22.35,40.68
13/07/2022 15:15,-5.889,25.458,47.266,62.75,180.1,244.51,76.42,1100,148.22,176.99
13/07/2022 15:30,-6.018,25.915,46.24,62.543,285.04,417.92,206.3,998.98,322.02,334.94
13/07/2022 15:45,-5.956,26.469,45.137,62.157,315.58,402.38,258.15,1000,342.33,346.02
13/07/2022 16:00,-4.861,27.315,43.854,62.241,168.53,200.09,80,356.53,201.1,279.3
13/07/2022 16:15,-4.742,28.158,42.326,61.98,254.97,332.43,222.47,539,320.3,334.83
13/07/2022 16:30,-4.906,28.421,40.788,61.839,319.87,400.65,279.87,911.25,349.39,350.83
13/07/2022 16:45,-4.735,28.679,38.715,61.568,474.62,459.03,330.37,700,443.68,452.48
13/07/2022 17:00,-3.518,29.799,37.167,61.021,278.68,326.4,199,455.7,335.61,337.51
13/07/2022 17:15,-3.398,30.351,35.579,60.757,354.49,372.81,302.72,526.7,374.04,382.58
13/07/2022 17:30,-3.328,31.085,34.688,60.74,462.27,420.7,350,543.54,427.62,452.27
13/07/2022 17:45,-3.088,31.59,32.676,60.693,532.15,443.84,300,578.8,447.81,449.51
13/07/2022 18:00,-1.995,32.996,31.065,60.978,371.76,380.64,-7.5,440,403.93,400.41
13/07/2022 18:15,-1.944,33.528,29.236,60.587,474.64,432.16,364.15,652.32,435.54,460.04
13/07/2022 18:30,-2.072,33.661,27.601,60.382,507.34,446.03,386.8,960.14,447.12,445.64
13/07/2022 18:45,-1.975,33.698,26.191,60.087,529,470.42,384.62,580.94,463.25,483.1
13/07/2022 19:00,-1.594,33.924,24.889,59.351,433.71,425.53,358.67,517.77,419.96,411.57
13/07/2022 19:15,-1.61,34.026,23.455,58.725,499.96,436.02,363.3,531.64,428.69,432.98
13/07/2022 19:30,-1.313,34.077,22.218,57.948,523.32,451.16,300,522.32,453.15,468.03
13/07/2022 19:45,-1.257,34.048,21.265,57.216,523.1,456.51,363.7,540.21,448.48,458.29
13/07/2022 20:00,-1.726,34.087,20.576,56.246,500.86,430.39,241.82,588.82,442.71,427.44
13/07/2022 20:15,-1.76,34.089,20.408,55.668,474.66,429.9,300,538.05,432.25,414.11
13/07/2022 20:30,-1.585,34.17,19.857,55.254,474.65,435.62,378.55,528.04,419.02,415.35
13/07/2022 20:45,-1.61,34.228,19.227,54.715,409.09,420.63,328.35,494.9,418.25,423.77
13/07/2022 21:00,-1.269,34.136,18.804,54.303,524.81,465,314.38,523.81,467.72,452.78
13/07/2022 21:15,-1.108,34.137,18.534,53.962,494.43,443.57,357.5,515.25,435.79,434.9
13/07/2022 21:30,-0.994,34.118,18.233,53.12,411.5,432.97,354.01,596.4,430.2,431.7
13/07/2022 21:45,-1.046,34.147,17.919,52.1,360.85,408.7,316.9,516.24,413.06,412.7
13/07/2022 22:00,-0.526,34.142,17.402,50.827,465.38,437.7,322.5,569.19,447.51,455.68
13/07/2022 22:15,-0.34,33.662,16.854,50.037,448.53,428.39,326.74,850,432.7,448.21
13/07/2022 22:30,-0.197,33.129,16.552,49.073,371.07,410.5,294.25,536.69,418.11,421.98
13/07/2022 22:45,-0.054,32.712,16.232,48.308,329.17,391.12,173.47,568.1,412.02,426.44
13/07/2022 23:00,-0.116,32.113,15.921,47.08,450.07,436.09,345.1,576.05,440.3,452.46
13/07/2022 23:15,-0.302,31.698,15.742,46.442,448.18,430.68,306.69,500,437,456.35
13/07/2022 23:30,-0.082,31.627,15.325,45.935,420.52,405.66,0,571.2,390.56,415.06
13/07/2022 23:45,0.112,31.64,15.039,45.632,337.64,331.83,297.6,399,335.19,335.64
14/07/2022 00:00,0.269,31.611,14.789,44.934,435.22,415.8,343.41,568.3,404.25,407.36
14/07/2022 00:15,0.373,31.351,14.433,44.381,381.2,375.63,309.8,476.01,370.44,378.46
14/07/2022 00:30,0.427,31.333,14.054,44.138,398.53,346.89,302.3,500,332.13,330.97
14/07/2022 00:45,0.416,30.915,13.806,43.829,337.49,340.51,268.09,501.98,338.23,344.57
14/07/2022 01:00,1.206,30.83,13.533,43.423,344.14,378.22,312.42,700.9,370.08,375.73
14/07/2022 01:15,1.177,30.871,13.191,43.16,343.01,352.8,310,490.14,344.67,341.39
14/07/2022 01:30,1.301,30.98,12.947,43.111,365.57,356.21,312.16,518.26,349.31,355.66
14/07/2022 01:45,1.292,31.196,12.808,43.289,367.28,417.84,319.81,585,408.4,443.55
14/07/2022 02:00,3.464,31.45,12.671,43.369,330.38,396.61,313.8,638.05,368.22,396.9
14/07/2022 02:15,3.722,31.419,12.657,43.299,338,387.6,319.98,601.98,391.2,418.63
14/07/2022 02:30,3.748,31.438,12.485,43.252,337.27,394,239.78,525.13,394.54,426.85
