Date,Import Balance,Non-Renewable,Renewable,Load,Intraday Auction 15 minute call,Intraday Continuous 15 minutes Index Price,Intraday Continuous 15 minutes Low Price,Intraday Continuous 15 minutes High Price,Intraday Continuous 15 minutes ID3-Price,Intraday Continuous 15 minutes ID1-Price
01/01/2020 00:00,1.025,,,,56.51,59,39,142.76,56.49,60.63
01/01/2020 00:15,1.025,,,,44.15,57.73,-35,119.99,54.79,62.45
01/01/2020 00:30,1.025,,,,41.9,52.11,-30.82,159.4,43.05,50.89
01/01/2020 00:45,1.025,,,,38.15,43.79,9.48,125.46,53.17,66.37
01/01/2020 01:00,1.39,24.852,13.873,41.737,48.61,47.11,-49.99,79.9,50.64,51.79
01/01/2020 01:15,1.39,24.762,13.761,41.198,42.31,32.65,-36.37,69.99,36.7,33.97
01/01/2020 01:30,1.39,24.636,13.887,41.013,39.88,30.76,-78.89,120,31.96,28.95
01/01/2020 01:45,1.39,24.577,14.025,40.801,33.04,21.65,-22.99,85,21.47,19.5
01/01/2020 02:00,0.579,24.534,14.232,40.648,43.99,32.37,-73.89,138.48,35.01,30.39
01/01/2020 02:15,0.579,24.47,14.257,40.438,40.06,28.46,-55,77.69,26.75,23.96
01/01/2020 02:30,0.579,24.45,14.335,40.313,35.65,32.44,-24.99,48.89,31.98,28.4
01/01/2020 02:45,0.579,24.542,14.343,40.196,30.25,29.51,13.45,129.09,25.71,33.2
01/01/2020 03:00,0.327,24.688,14.336,39.344,40.14,26.38,13.75,84.2,24.17,29.81
01/01/2020 03:15,0.327,24.694,14.303,38.912,36.73,42.09,26.56,111.69,35.92,36.85
01/01/2020 03:30,0.327,24.692,14.363,38.764,33.73,41.04,26.53,85,36.8,39.5
01/01/2020 03:45,0.327,24.687,14.469,38.657,30.76,35.21,-24.99,85.43,34.19,49.23
01/01/2020 04:00,-0.047,24.657,14.537,39.109,36.74,34.07,-26.68,53.54,35.85,32.19
01/01/2020 04:15,-0.047,24.642,14.52,38.817,33.79,28.13,-84.89,85,31,30.11
01/01/2020 04:30,-0.047,24.682,14.602,38.803,36.72,26.81,-50,85,30.89,26.12
01/01/2020 04:45,-0.047,24.703,14.622,38.787,30.35,26.48,-24.71,44.74,28.92,22.65
01/01/2020 05:00,-2.452,24.686,14.602,39.474,38.04,28.89,-46.82,38.1,32.27,26.14
01/01/2020 05:15,-2.452,24.685,14.556,39.154,31.12,26.93,-13.18,40.24,28.66,19.64
01/01/2020 05:30,-2.452,24.747,14.595,39.152,36.7,26.66,5.6,85,25.31,23
01/01/2020 05:45,-2.452,24.707,14.513,38.867,29.79,21.61,-19.99,33.79,20.81,22.45
01/01/2020 06:00,-3.384,24.738,14.462,37.658,30.07,27,-59.14,40.61,28.33,27.27
01/01/2020 06:15,-3.384,24.724,14.237,37.442,29.41,28.94,9.54,46,27.8,29.66
01/01/2020 06:30,-3.384,24.611,14.239,37.413,30.31,28.61,17.87,75,25.37,24.35
01/01/2020 06:45,-3.384,24.584,14.211,37.528,36.73,34.36,9.8,63.36,27.7,28.94
01/01/2020 07:00,-2.917,24.73,14.279,37.804,27.67,26.17,6.41,114.89,24.62,27.67
01/01/2020 07:15,-2.917,24.744,14.287,38.01,28.02,62.64,23.43,115,30.6,33.16
01/01/2020 07:30,-2.917,24.812,14.162,37.862,27.12,48.27,20,100,32.58,39.34
01/01/2020 07:45,-2.917,25.134,14.101,37.893,30.85,42.19,18.1,96.99,34.51,38.8
01/01/2020 08:00,-3.745,25.349,14.067,38.207,22.05,29.62,-80,42.99,31.71,32.84
01/01/2020 08:15,-3.745,25.475,14.244,38.45,24.6,27.71,-72,54.3,30.23,26.98
01/01/2020 08:30,-3.745,25.507,14.599,38.742,27.83,25.41,-39.99,45,26.9,22.71
01/01/2020 08:45,-3.745,25.561,15.146,39.31,28.78,24.83,-50.4,38.85,26.87,25.1
01/01/2020 09:00,-4.177,25.644,15.938,40.078,30.84,32.01,22.7,57.81,31.61,33.28
01/01/2020 09:15,-4.177,25.688,16.766,40.729,24.63,29.03,16.52,200,28.87,26.98
01/01/2020 09:30,-4.177,25.759,17.648,41.337,23.85,25.5,-71.19,65,29.03,31.97
01/01/2020 09:45,-4.177,25.781,18.815,42.221,28.19,29.96,-66.2,48.6,30.1,30.17
01/01/2020 10:00,-4.257,25.803,19.726,42.47,36.7,32.9,21,200,30.95,31.19
01/01/2020 10:15,-4.257,25.866,20.573,42.865,30.91,31.28,-100,87.79,32.73,33.92
01/01/2020 10:30,-4.257,25.901,21.378,43.282,28.17,23.55,-72.25,36.76,30.86,30.82
01/01/2020 10:45,-4.257,25.922,22.183,43.758,24.03,21.4,-11.9,50,26.45,22.26
01/01/2020 11:00,-5.003,25.863,22.898,44.543,36.71,26.94,-100,46.65,31.3,30.52
01/01/2020 11:15,-5.003,25.689,23.522,45.136,37.08,29.71,-100,46.8,35.51,36.19
01/01/2020 11:30,-5.003,25.518,24.172,45.578,23.82,23.46,-50,35,27.54,23.99
01/01/2020 11:45,-5.003,25.429,24.635,45.737,22.94,12.66,-78.01,31.34,15.21,4.84
01/01/2020 12:00,-5.786,25.509,24.736,46.426,26.48,19.82,-67.98,36.19,21.2,16.37
01/01/2020 12:15,-5.786,25.546,25.176,46.55,25.94,-3.25,-100,35.2,21.7,18.04
01/01/2020 12:30,-5.786,25.577,25.476,46.448,29.74,13.91,-100,100,16.91,10.81
01/01/2020 12:45,-5.786,25.502,25.461,46.567,27.84,-18.85,-120,34,6.41,-4.19
01/01/2020 13:00,-5.022,25.27,25.622,46.448,25.24,12.5,-70.01,31.04,12.49,4.85
01/01/2020 13:15,-5.022,25.269,25.232,46.285,28.49,22.25,-13.47,37,21.03,18.66
01/01/2020 13:30,-5.022,25.531,24.85,46.381,37.26,26.58,-34.98,122.55,23.82,22.16
01/01/2020 13:45,-5.022,25.715,23.96,46.2,40.14,32.09,17.34,142.17,25.09,21.62
01/01/2020 14:00,-2.151,26.149,22.998,45.548,27.95,23.34,6.82,54.83,18.78,18.86
01/01/2020 14:15,-2.151,26.405,21.965,45.32,36.79,37.35,21.11,147.89,33.83,37.99
01/01/2020 14:30,-2.151,26.512,20.817,44.76,28.14,33.54,18.04,145,29.88,34.22
01/01/2020 14:45,-2.151,26.724,19.611,44.833,42.23,42.94,30,200,40.3,42.38
01/01/2020 15:00,0.926,26.802,18.377,45.218,21.89,29.39,8.82,148.81,23.58,27.26
01/01/2020 15:15,0.926,27.061,17.078,44.991,35.93,45.17,33.6,89.99,44.06,48.78
01/01/2020 15:30,0.926,27.127,16.031,44.969,36.76,48.49,32.36,79.99,42.38,47.62
01/01/2020 15:45,0.926,27.242,15.163,44.977,40.49,46.87,36.1,68,46.24,51.1
01/01/2020 16:00,1.002,27.327,14.875,45.706,24.92,30.22,19,64.99,27.52,33.45
01/01/2020 16:15,1.002,27.458,15.119,46.518,36.77,48.54,36.22,70,48.65,56.24
01/01/2020 16:30,1.002,27.546,15.576,47.779,36.79,46.3,36.12,59.1,47.98,50.01
01/01/2020 16:45,1.002,27.642,16.043,49.249,42.08,47.44,36.98,60,49.69,47.42
01/01/2020 17:00,-1.141,27.523,16.547,50.637,38.57,40.43,33.98,70.4,40.98,39.97
01/01/2020 17:15,-1.141,27.524,17.031,50.982,43.03,41.63,26.71,54.99,42.2,38.43
01/01/2020 17:30,-1.141,27.613,17.635,51.53,38.92,39.91,25.01,57.66,40.67,36.16
01/01/2020 17:45,-1.141,27.653,18.089,51.626,39,38.11,23,47.2,38.86,35.91
01/01/2020 18:00,-1.897,27.583,18.47,51.95,42.78,41.52,20.1,51.81,42.09,41.74
01/01/2020 18:15,-1.897,27.519,19.059,51.8,41.58,40.37,30.85,49.4,41.46,39.7
01/01/2020 18:30,-1.897,27.399,19.521,51.869,44.95,40.47,18.73,49.69,43.09,38.55
01/01/2020 18:45,-1.897,27.326,19.915,51.4,39.08,34.97,-57.01,53.6,36.03,29.8
01/01/2020 19:00,-4.151,27.006,20.273,51.567,44.59,40.99,-14.88,50,40.42,36.29
01/01/2020 19:15,-4.151,26.877,20.255,50.828,39.83,31.67,0.01,49.1,31.28,23.86
01/01/2020 19:30,-4.151,26.897,20.328,50.483,39.3,32.24,9.37,47.53,31.22,24.41
01/01/2020 19:45,-4.151,26.916,20.655,50.049,36.82,27.94,-76,46,29.31,22.14
01/01/2020 20:00,-3.851,27.254,20.753,49.47,47.97,40.61,-58.26,51.25,40.99,39.75
01/01/2020 20:15,-3.851,27.301,20.727,48.877,41.53,37.71,13.2,46,37.84,36.6
01/01/2020 20:30,-3.851,27.238,20.959,48.316,39.49,31.64,-47.97,46,33.08,24.45
01/01/2020 20:45,-3.851,27.222,20.86,47.702,36.97,30.14,-100,46.97,30.32,18.76
01/01/2020 21:00,-3.834,27.132,20.997,47.809,39.98,35.19,-65.6,45,37.1,32.8
01/01/2020 21:15,-3.834,27.218,20.993,47.618,38.96,32.13,-100,49.05,35.28,30.64
01/01/2020 21:30,-3.834,27.243,21.008,47.738,39.71,33.68,-64.21,46.81,31.93,26.43
01/01/2020 21:45,-3.834,27.195,20.868,47.492,39.17,33.74,-4.97,131.9,31.51,28.66
01/01/2020 22:00,-4.534,27.113,20.435,48.047,47.06,44.23,36.22,199.69,43.05,44.75
01/01/2020 22:15,-4.534,27.104,19.757,47.513,40.72,43.73,35.27,139,42.15,43.82
01/01/2020 22:30,-4.534,27.087,19.461,46.638,41.18,43.81,20,139.01,42.43,46.08
01/01/2020 22:45,-4.534,27.073,19.194,45.779,33.02,42.73,20,120,40.46,43.93
01/01/2020 23:00,-2.985,26.803,19.172,45.085,43.95,47.55,34,200,44.98,48
01/01/2020 23:15,-2.985,26.64,19.314,44.662,37.67,43.7,33.79,65,42.36,44.65
01/01/2020 23:30,-2.985,26.639,19.091,43.718,32.63,44.33,34.81,62,44.3,48.42
01/01/2020 23:45,-2.985,26.475,19.074,42.955,20.04,35.48,20.17,58.14,35.32,41.07
02/01/2020 00:00,-3.123,26.25,19.193,42.931,41.72,39.57,14.01,53.99,40,36.95
02/01/2020 00:15,-3.123,26.111,19.255,42.571,32.23,32.06,9.91,49.89,35.3,31.78
02/01/2020 00:30,-3.123,26.065,19.16,42.519,30.55,29.02,7.31,45.62,30.77,27.21
02/01/2020 00:45,-3.123,26.026,18.921,42.167,23.6,25.84,6.8,41.37,27.38,25.76
02/01/2020 01:00,-2.95,26.191,18.714,41.529,33.72,39.88,27.2,112,38.57,32.23
02/01/2020 01:15,-2.95,26.111,18.647,41.199,27.38,32.86,22.27,85,29.71,29.07
02/01/2020 01:30,-2.95,26.059,18.752,40.971,28.01,41.6,23.94,89,31.51,32.89
02/01/2020 01:45,-2.95,25.988,18.756,41.078,26.12,39.11,20,137.8,34.51,38.98
02/01/2020 02:00,-1.378,25.972,18.693,40.956,27.77,34.38,20.2,63.59,33.89,38.93
02/01/2020 02:15,-1.378,25.92,18.738,40.702,26.54,36.15,19.6,63.39,36.97,40.75
02/01/2020 02:30,-1.378,25.893,18.817,40.801,28.07,34.57,26.08,50.4,33.28,36.44
02/01/2020 02:45,-1.378,25.822,18.448,40.632,25.62,35.33,24.96,52.81,36.26,40
02/01/2020 03:00,0.297,25.449,18.291,40.874,25.52,30.02,11.91,200,28.79,30.47
02/01/2020 03:15,0.297,25.228,18.267,40.564,24.91,30.39,-18.29,88.99,30.39,30.14
02/01/2020 03:30,0.297,25.223,18.19,40.729,26.09,32.15,18.89,75.1,33.79,36.67
02/01/2020 03:45,0.297,24.921,18.31,41.014,27.18,27.3,5.51,40,29.94,29.89
02/01/2020 04:00,-1.564,24.15,18.201,41.344,24.23,32.42,18.51,89,28.69,31.62
02/01/2020 04:15,-1.564,23.963,18.282,41.426,26.22,35.84,25.3,157.99,32.48,36.43
02/01/2020 04:30,-1.564,23.935,18.449,41.99,30.53,38.52,24.01,61.6,32.82,31.06
02/01/2020 04:45,-1.564,24.09,18.582,42.338,34.88,38.17,25.65,60,37.85,42.01
02/01/2020 05:00,0.295,24.292,18.652,43.152,23.85,33.05,21.21,60.92,34.06,39.82
02/01/2020 05:15,0.295,24.461,18.811,43.599,26.35,35.15,21.21,61.19,36.1,39.49
02/01/2020 05:30,0.295,24.97,18.885,44.296,31.55,37.03,18.2,48.4,37.29,39.2
02/01/2020 05:45,0.295,25.404,19.165,44.796,38.28,38.16,19.12,63.89,40.14,41.53
02/01/2020 06:00,0.06,25.892,19.545,45.983,13.89,30.32,13.39,41.24,33.04,35.06
02/01/2020 06:15,0.06,26.33,19.85,47.25,37.94,32.68,9.7,49.69,34.3,32.73
02/01/2020 06:30,0.06,26.402,20.226,48.414,41.4,32.9,-16.49,45.3,34.17,31.16
02/01/2020 06:45,0.06,26.763,20.688,49.751,46.57,26.01,-50,48.4,34.4,29.52
02/01/2020 07:00,-1.342,26.739,20.785,51.273,39.05,36.52,-9.51,45.2,38.72,35.35
02/01/2020 07:15,-1.342,27.241,21.053,52.269,42.29,31.5,-54,47.49,35.79,28.72
02/01/2020 07:30,-1.342,27.515,21.206,53.448,44.92,25.17,-27.09,47.9,31.3,21.75
02/01/2020 07:45,-1.342,27.888,21.186,54.321,46.75,30.86,-28.24,52.2,30.64,15.53
02/01/2020 08:00,-2.004,28.222,21.146,55.557,45.28,50.46,34.05,139.2,49.73,52.11
02/01/2020 08:15,-2.004,28.455,21.237,55.919,46.56,54.88,32.98,109.79,47.83,50.37
02/01/2020 08:30,-2.004,28.675,21.617,56.465,45.62,54.27,39.89,147.81,49.73,55.13
02/01/2020 08:45,-2.004,28.812,22.59,57.375,44.11,53.03,38.21,147.51,48.72,59.32
02/01/2020 09:00,-3.207,28.977,23.646,58.323,49.33,47.89,32.43,67.2,46.77,49.8
02/01/2020 09:15,-3.207,28.974,24.452,58.735,47.95,56.4,36.26,578.38,46.42,44.64
02/01/2020 09:30,-3.207,29.174,25.411,58.972,45.54,53.94,30.41,86.9,46.95,47.73
02/01/2020 09:45,-3.207,29.193,25.996,59.092,41.18,49,38.83,83.22,46.3,49.54
02/01/2020 10:00,-2.55,29.29,26.742,59.453,51.73,51.93,41.91,88.5,50.47,54.39
02/01/2020 10:15,-2.55,29.242,27.484,59.222,44.6,47.56,30.2,70.19,44.27,46.9
02/01/2020 10:30,-2.55,29.238,28.174,59.675,45,50.45,31.01,99,47.44,47.57
02/01/2020 10:45,-2.55,29.228,28.881,60.002,44.21,50.12,32.31,70,47.12,45.38
02/01/2020 11:00,-1.636,29.15,29.029,59.823,43.42,48.75,38.13,77.99,49.21,51.38
02/01/2020 11:15,-1.636,29.14,29.27,60.074,43.32,47.66,29.28,67.19,48.35,48.51
02/01/2020 11:30,-1.636,29.145,29.244,60.19,41.19,43.13,33.6,51.1,43.63,40.28
02/01/2020 11:45,-1.636,29.151,29.365,60.588,41.11,42.33,21.21,61.19,42.47,39.83
02/01/2020 12:00,-1.109,29.135,29.364,60.863,43.6,41.82,29.21,69.2,41.76,43.44
02/01/2020 12:15,-1.109,29.083,29.101,60.876,42.74,48.85,32.74,88.5,48.22,51.76
02/01/2020 12:30,-1.109,29.103,28.939,60.902,42.07,53.03,38.67,71.5,47.9,49.98
02/01/2020 12:45,-1.109,29.147,28.362,60.504,41.87,51.2,29,70.8,48.74,48.21
02/01/2020 13:00,0.443,29.23,27.906,60.528,41.96,49.78,37.4,75,49.14,54.78
02/01/2020 13:15,0.443,29.198,27.845,60.465,41.71,48.55,36.5,89.6,46.86,50.46
02/01/2020 13:30,0.443,29.213,27.568,60.25,42.99,49.42,32.99,75,47.9,47.13
02/01/2020 13:45,0.443,29.212,27.147,59.846,43.23,48.29,23.5,69.09,45.3,43.8
02/01/2020 14:00,2.339,29.229,26.593,59.585,39.07,48.13,37.19,65,47.12,45.78
02/01/2020 14:15,2.339,28.556,25.811,59.523,42.38,49.16,39.98,68.39,48.48,46.18
02/01/2020 14:30,2.339,28.519,25.608,59.554,41.63,54.55,39.45,92.4,48.32,48.45
02/01/2020 14:45,2.339,28.496,25.311,59.268,41.97,68.87,38.95,145.01,48.05,50.53
02/01/2020 15:00,3.466,28.55,24.543,59.576,40.16,56.72,38.16,117.49,52.98,57.83
02/01/2020 15:15,3.466,28.558,24.168,59.34,43.36,59.56,36.8,90.3,56.92,67.43
02/01/2020 15:30,3.466,28.527,23.603,58.902,45.82,57.53,36.8,84.3,53.72,60.93
02/01/2020 15:45,3.466,28.565,23.643,58.872,54.62,56.87,33,85.44,57.37,63.68
02/01/2020 16:00,1.926,28.584,23.604,58.97,39.06,47.24,34.46,75.78,48.26,57.55
02/01/2020 16:15,1.926,28.592,24.087,59.548,42.55,46.13,25.31,69.59,49.6,52.21
02/01/2020 16:30,1.926,28.588,24.42,60.461,46.55,46.64,24.7,57.4,49.29,48.47
02/01/2020 16:45,1.926,28.47,24.888,61.386,51.34,48.89,18.41,59.95,50.44,46.87
02/01/2020 17:00,-1.295,28.43,25.431,62.224,46.51,46.92,33.62,58.29,47.53,42.85
02/01/2020 17:15,-1.295,28.41,26.159,62.396,45.18,44.62,26.6,57.14,44.79,41.12
02/01/2020 17:30,-1.295,28.549,26.887,62.733,45.49,45.1,25,90.8,45.03,39.17
02/01/2020 17:45,-1.295,28.756,27.35,63.044,45.42,44.2,26.33,50.6,43.86,41.49
02/01/2020 18:00,-2.088,28.853,27.813,63.101,52.2,49.08,30.01,66.99,49.42,46.4
02/01/2020 18:15,-2.088,29.013,28.377,62.993,45.38,40.88,25.8,66.4,46.56,46.18
02/01/2020 18:30,-2.088,29.067,28.741,62.754,46.56,41.88,20,55.5,47.93,46.34
02/01/2020 18:45,-2.088,29.171,29.334,62.844,42.78,40.33,-62.03,59.09,40.54,36.25
02/01/2020 19:00,-5.287,29.204,29.741,62.677,58.09,48.66,30.3,69.12,47.51,43.16
02/01/2020 19:15,-5.287,29.285,29.946,62.291,44.73,44.27,26.21,57.29,43.88,39.15
02/01/2020 19:30,-5.287,29.339,29.926,61.635,41.37,41.85,18.39,53.58,39.87,32.54
02/01/2020 19:45,-5.287,29.204,30.092,61.126,30.54,36.57,23.6,61,34.74,33.67
02/01/2020 20:00,-6.166,28.881,30.323,60.058,55.67,51.12,39.57,299.99,48.22,48.24
02/01/2020 20:15,-6.166,28.672,30.589,58.668,41.13,48.34,33.94,190.5,44.72,48.4
02/01/2020 20:30,-6.166,28.449,30.755,57.877,30.15,48.55,23.06,130,44.67,48.83
02/01/2020 20:45,-6.166,28.038,30.985,57.084,10.79,38.08,10.8,120,39.95,48.41
02/01/2020 21:00,-5.984,27.333,31.181,56.268,46.35,47.19,35.01,74.6,45.84,50.11
02/01/2020 21:15,-5.984,27.035,31.38,56.084,37.9,47.99,28.35,127.2,43.22,56.5
02/01/2020 21:30,-5.984,26.822,31.438,55.34,23.53,48.72,21.85,150,47.18,55.44
02/01/2020 21:45,-5.984,26.683,31.361,54.951,12.92,31.32,11.35,64.39,34.48,42.02
02/01/2020 22:00,-6.24,26.358,31.162,55.272,47.31,47.82,29.01,70.9,47.55,50.16
02/01/2020 22:15,-6.24,26.231,31.388,54.701,36.77,38.21,17.81,57.79,37.24,37.48
02/01/2020 22:30,-6.24,25.865,31.257,53.497,21.09,36.72,19.4,53.49,37.23,34.13
02/01/2020 22:45,-6.24,25.054,31.206,52.944,12.08,25.55,3.85,45,24.47,20.25
02/01/2020 23:00,-7.716,24.096,31.207,52.117,33.41,43.46,19.1,65.6,44.49,39.46
02/01/2020 23:15,-7.716,22.949,31.341,51.078,32.9,40.71,29.83,65.1,40.62,32.65
02/01/2020 23:30,-7.716,22.73,31.63,50.122,20.91,36.89,20.9,57,34.23,33.23
02/01/2020 23:45,-7.716,22.595,31.777,49.612,-0.03,19.82,-0.85,49.95,20.4,34.09
03/01/2020 00:00,-8.49,22.845,32.059,48.435,27.33,38.4,25.73,63.33,38.8,36.8
03/01/2020 00:15,-8.49,22.952,32.488,47.7,25.01,37.35,21.7,127.2,38.2,39.8
03/01/2020 00:30,-8.49,22.712,32.861,47.476,23.33,36.82,22.2,115,39.26,40.32
03/01/2020 00:45,-8.49,22.465,33.243,46.954,-3.66,20.36,-4.9,107.5,23.25,26.78
03/01/2020 01:00,-9.388,22.128,33.63,46.555,27.4,34.22,18.91,80.99,33.59,32.03
03/01/2020 01:15,-9.388,21.962,33.861,45.938,26.51,33.63,8.51,78.49,33.21,26.45
03/01/2020 01:30,-9.388,21.789,34.159,45.946,8.46,28.98,5.4,49.86,29.12,23.69
03/01/2020 01:45,-9.388,21.686,34.276,45.845,-11.57,17.31,-11.41,47.7,19.11,24.73
03/01/2020 02:00,-9.34,21.306,34.531,45.771,14.38,38.89,7.27,72.48,39.94,51.02
03/01/2020 02:15,-9.34,21.114,34.71,45.421,11.25,30.81,8.4,49.99,29.7,27.25
03/01/2020 02:30,-9.34,21.067,34.791,45.489,0.55,25.33,-2.75,111,23.93,25.65
03/01/2020 02:45,-9.34,21.082,34.86,45.261,-10.08,24.65,-10.37,77.44,22.81,24.92
03/01/2020 03:00,-9.282,21.014,35.153,45.376,6.9,27.96,6.76,51.19,31.47,30.44
03/01/2020 03:15,-9.282,20.942,35.349,45.204,-5.82,18.52,-2.73,39.99,21.88,21.14
03/01/2020 03:30,-9.282,20.961,35.618,45.284,-4.25,16.58,-14.99,31.5,20.81,18.96
03/01/2020 03:45,-9.282,20.946,36.087,45.339,-3.17,11.99,-12.99,31.61,19.01,17.16
03/01/2020 04:00,-9.765,20.92,36.34,45.704,-14.04,-0.49,-45.99,20.87,9.24,6.24
03/01/2020 04:15,-9.765,20.855,36.547,45.822,-8.08,5.26,-26.5,73.5,7.12,-0.95
03/01/2020 04:30,-9.765,20.865,36.761,46.198,-0.01,10.48,-88.99,79.2,12.14,-1.35
03/01/2020 04:45,-9.765,20.865,36.9,46.558,17.02,11.97,-88.99,36.69,18.43,2.75
03/01/2020 05:00,-10.567,20.954,37.464,47.132,-16.26,-4.73,-41.46,24.2,-5.1,-0.93
03/01/2020 05:15,-10.567,21.125,37.647,47.523,-13.63,7.49,-23.07,85,9.17,-2.9
03/01/2020 05:30,-10.567,21.286,37.738,48.134,18.5,32.07,17.9,77.99,32.63,31.78
03/01/2020 05:45,-10.567,21.36,37.924,48.787,27.41,32.5,5,50.65,35.4,31.87
03/01/2020 06:00,-10.631,21.73,38.8,50.04,-4.43,11.42,-17,64.47,12.54,19.27
03/01/2020 06:15,-10.631,22.008,39.11,51.184,17.95,26.16,-9.79,74.2,25.43,19.74
03/01/2020 06:30,-10.631,22.268,39.436,52.307,24.85,24.23,-0.54,45,25.35,27.34
03/01/2020 06:45,-10.631,22.62,39.71,53.615,25.98,27.9,-20,48,37.43,30.03
03/01/2020 07:00,-10.585,23.216,39.706,54.491,22.23,7.79,-50,32.48,3.43,9.7
03/01/2020 07:15,-10.585,23.884,39.837,55.157,25.87,29.69,2.05,535.17,30.18,19.4
03/01/2020 07:30,-10.585,24.397,40.406,56.591,37.98,27.08,-25.19,44.43,28.58,24.67
03/01/2020 07:45,-10.585,24.689,40.369,57.501,41.73,35.82,-10.69,48,38.33,32.24
03/01/2020 08:00,-10.472,24.551,40.49,58.739,25.58,21.06,-24.99,37.74,24.86,22.26
03/01/2020 08:15,-10.472,24.65,40.664,59.488,26.97,16.86,-34.99,39.99,21.95,17.94
03/01/2020 08:30,-10.472,24.824,40.396,59.576,34.24,22.06,-20,42.93,25.25,17.17
03/01/2020 08:45,-10.472,25.134,40.897,60.181,28.9,22.75,0.01,59.99,21.85,16.49
03/01/2020 09:00,-10.526,25.455,40.963,60.386,37.14,36.73,24.32,120.01,32.99,27.93
03/01/2020 09:15,-10.526,25.55,41.273,60.797,34.74,29.97,-1.92,41.35,31.96,31.6
03/01/2020 09:30,-10.526,25.465,41.388,61.19,27.99,22.81,-16.02,34.85,22.89,23.1
03/01/2020 09:45,-10.526,25.471,41.721,61.179,23.93,26.97,0,64.69,23.6,25.21
03/01/2020 10:00,-10.811,25.712,41.859,61.125,31.09,30.84,17.5,55,26.13,24.09
03/01/2020 10:15,-10.811,25.79,42.806,61.782,30.92,24.35,-25.19,40.11,24.17,23.15
03/01/2020 10:30,-10.811,25.628,43.303,61.836,29.66,25.5,6.64,39.99,26.23,28.12
03/01/2020 10:45,-10.811,25.687,43.763,62.26,26.51,22.17,-30.3,39.99,23.36,24.49
03/01/2020 11:00,-10.772,25.95,43.834,62.699,34.2,29.85,-12.79,40,31.54,33.87
03/01/2020 11:15,-10.772,25.953,43.983,63.066,29.76,26.88,10.01,37.78,30,30.68
03/01/2020 11:30,-10.772,26.086,43.916,63.408,32.94,27.41,14.5,55,26.01,23.22
03/01/2020 11:45,-10.772,26.145,43.825,63.643,31.7,27.84,11,67.6,23,17.96
03/01/2020 12:00,-10.047,26.281,43.368,63.694,37.8,30.58,-14.49,42.8,27.77,29.79
03/01/2020 12:15,-10.047,26.471,42.585,63.449,35.28,30.17,10.01,51.05,29.84,29.99
03/01/2020 12:30,-10.047,26.609,42.187,63.041,34.89,30.67,14.33,44.99,31.26,30.06
03/01/2020 12:45,-10.047,26.561,42.25,62.734,33.08,33.34,16,100,30.33,26.25
03/01/2020 13:00,-9.377,26.36,41.919,62.458,36.96,32.68,3.61,56,26.55,21.93
03/01/2020 13:15,-9.377,26.258,41.743,61.834,37,33.04,15.01,46.9,33.58,39.62
03/01/2020 13:30,-9.377,26.264,41.475,61.235,31.69,29.19,-7.28,41.64,31.91,31.51
03/01/2020 13:45,-9.377,25.932,41.899,60.774,31.61,24.09,-60.01,38.83,27.26,20.93
03/01/2020 14:00,-9.439,25.753,42.019,60.76,34.34,23.67,-31.39,40.48,23.92,22.05
03/01/2020 14:15,-9.439,25.816,41.551,60.52,36.23,28.59,-15.67,66.26,27.36,23.26
03/01/2020 14:30,-9.439,25.851,40.867,60.326,35.75,25.62,-21.5,40.07,29.13,26.7
03/01/2020 14:45,-9.439,25.843,40.263,60.191,38.02,24.95,-19.84,46.9,31.97,28.85
03/01/2020 15:00,-10.344,25.75,40.199,60.208,33.05,26.05,0.78,37.3,25.49,21.5
03/01/2020 15:15,-10.344,25.709,39.982,60.001,36.46,26.45,-30.9,50,24.66,18.31
03/01/2020 15:30,-10.344,25.654,39.908,59.973,33.62,25.43,2,50,20.33,12.78
03/01/2020 15:45,-10.344,25.488,40.46,59.752,37.81,29.72,9.07,50.57,25.49,19.2
03/01/2020 16:00,-9.707,25.752,40.745,59.98,28.07,22.69,8.7,33.5,21.81,21.51
03/01/2020 16:15,-9.707,25.843,40.882,59.895,35.57,21.76,-26.1,40.26,24.42,22.72
03/01/2020 16:30,-9.707,26.111,41.047,61.14,39.19,22.19,-10,46.4,25.27,19.23
03/01/2020 16:45,-9.707,26.086,41.313,62.015,44.57,25.56,-10,48.46,25.85,12.05
03/01/2020 17:00,-10.926,25.848,41.075,62.283,35.87,20.19,5,38.86,19.06,15.09
03/01/2020 17:15,-10.926,25.564,41.234,62.128,39.38,19.77,-0.2,42.54,17.44,10.91
03/01/2020 17:30,-10.926,25.462,41.99,62.617,42.68,21.9,-13.14,45.58,24.44,15.71
03/01/2020 17:45,-10.926,25.459,42.482,62.935,43.43,20.39,-39.99,45.63,19.56,11.76
03/01/2020 18:00,-10.831,25.203,42.8,62.395,42.27,28.86,-18.07,45.67,28.09,24.39
03/01/2020 18:15,-10.831,24.88,43.012,62.108,40.72,20.8,-11.31,44.45,21.16,17.96
03/01/2020 18:30,-10.831,24.504,43.015,62.036,38.89,17.01,-20,43.85,21.05,16.61
03/01/2020 18:45,-10.831,24.277,43.279,62.088,38.02,11.49,-58.01,43.85,16.2,4.78
03/01/2020 19:00,-11.862,23.641,43.093,61.692,40.46,31.02,-22.47,46.89,33.51,29.87
03/01/2020 19:15,-11.862,23.315,43.047,61.421,37.87,21.79,-41.97,44.53,21.72,13.41
