soc,rint
0.0,0.85036622
0.05,0.85036622
0.1,0.7889183409999999
0.15,0.751140437
0.2,0.7182611609999999
0.25,0.6991924629999999
0.3,0.694562056
0.35,0.694681381
0.4,0.703959208
0.45,0.722909238
0.5,0.746520772
0.55,0.7701899259999999
0.6,0.718304508
0.65,0.694496682
0.7,0.694443052
0.75,0.6944953209999999
0.8,0.685052432
0.85,0.694508415
0.9,0.6992785290000001
0.95,0.6993266340000001
1.0,0.6993266340000001
